seq,external_id,timestamp,unix_ts,window_key,window_et_label,window_local_label,sec_from_window_start,sec_to_window_end,action_class,activity_type,outcome,side,price,size,amount_usd,cum_events,cum_buy,cum_sell,cum_merge,cum_usd,cum_size,cum_up_shares,cum_down_shares,cum_pairs_min,market_slug,event_slug,title
1,raw:56c45a2897aae6d094beb77b9f99ff6efd6c2d1d,2026-05-15T04:45:10+00:00,1778820310,btc-updown-5m-1778820300 | btc-updown-5m-1778820300,12:45-12:50 AM ET,07:45-07:50 Europe/Kyiv,10,290,BUY,TRADE,Up,BUY,0.45,3.62,1.629,1,1,0,0,1.629,3.62,3.62,0.0,0.0,btc-updown-5m-1778820300,btc-updown-5m-1778820300,"Bitcoin Up or Down - May 15, 12:45AM-12:50AM ET"
2,raw:1b010bd5e7d2a8f8e05a07ffd0fbeeabecdff2c3,2026-05-15T04:45:12+00:00,1778820312,btc-updown-5m-1778820300 | btc-updown-5m-1778820300,12:45-12:50 AM ET,07:45-07:50 Europe/Kyiv,12,288,BUY,TRADE,Up,BUY,0.45,5.49,2.4705,2,2,0,0,4.0995,9.11,9.11,0.0,0.0,btc-updown-5m-1778820300,btc-updown-5m-1778820300,"Bitcoin Up or Down - May 15, 12:45AM-12:50AM ET"
3,raw:55ddc0e46a5bb0aa11e69021e9879adb1318d57f,2026-05-15T04:45:12+00:00,1778820312,btc-updown-5m-1778820300 | btc-updown-5m-1778820300,12:45-12:50 AM ET,07:45-07:50 Europe/Kyiv,12,288,BUY,TRADE,Up,BUY,0.45,5.0,2.25,3,3,0,0,6.3495,14.11,14.11,0.0,0.0,btc-updown-5m-1778820300,btc-updown-5m-1778820300,"Bitcoin Up or Down - May 15, 12:45AM-12:50AM ET"
4,raw:8ad5071e60a46d692f4e803c968a4b64cae532e9,2026-05-15T04:45:12+00:00,1778820312,btc-updown-5m-1778820300 | btc-updown-5m-1778820300,12:45-12:50 AM ET,07:45-07:50 Europe/Kyiv,12,288,BUY,TRADE,Up,BUY,0.45,1.81818,0.818181,4,4,0,0,7.167681,15.92818,15.92818,0.0,0.0,btc-updown-5m-1778820300,btc-updown-5m-1778820300,"Bitcoin Up or Down - May 15, 12:45AM-12:50AM ET"
5,raw:bd1bab37790130880ac8bb8563179f67bea2e564,2026-05-15T04:45:12+00:00,1778820312,btc-updown-5m-1778820300 | btc-updown-5m-1778820300,12:45-12:50 AM ET,07:45-07:50 Europe/Kyiv,12,288,BUY,TRADE,Up,BUY,0.45,1.81818,0.818181,5,5,0,0,7.985862,17.74636,17.74636,0.0,0.0,btc-updown-5m-1778820300,btc-updown-5m-1778820300,"Bitcoin Up or Down - May 15, 12:45AM-12:50AM ET"
6,raw:cd73592bcc8eb655131d5f1735779861925eca98,2026-05-15T04:45:12+00:00,1778820312,btc-updown-5m-1778820300 | btc-updown-5m-1778820300,12:45-12:50 AM ET,07:45-07:50 Europe/Kyiv,12,288,BUY,TRADE,Up,BUY,0.45000003666667643,5.454544,2.454545,6,6,0,0,10.440407,23.200904,23.200904,0.0,0.0,btc-updown-5m-1778820300,btc-updown-5m-1778820300,"Bitcoin Up or Down - May 15, 12:45AM-12:50AM ET"
7,raw:e79f00f33efd12ab3c3d4a66b59c86310126f4f4,2026-05-15T04:45:12+00:00,1778820312,btc-updown-5m-1778820300 | btc-updown-5m-1778820300,12:45-12:50 AM ET,07:45-07:50 Europe/Kyiv,12,288,BUY,TRADE,Up,BUY,0.45,4.41818,1.988181,7,7,0,0,12.428588,27.619084,27.619084,0.0,0.0,btc-updown-5m-1778820300,btc-updown-5m-1778820300,"Bitcoin Up or Down - May 15, 12:45AM-12:50AM ET"
8,raw:62a9460ea965b9050ca6f07b19be0e9a36dfee11,2026-05-15T04:45:14+00:00,1778820314,btc-updown-5m-1778820300 | btc-updown-5m-1778820300,12:45-12:50 AM ET,07:45-07:50 Europe/Kyiv,14,286,BUY,TRADE,Up,BUY,0.45,10.55,4.7475,8,8,0,0,17.176088,38.169084,38.169084,0.0,0.0,btc-updown-5m-1778820300,btc-updown-5m-1778820300,"Bitcoin Up or Down - May 15, 12:45AM-12:50AM ET"
9,raw:78a8d17461c3ba33a524ad3e3d699f6f780ebd88,2026-05-15T04:45:14+00:00,1778820314,btc-updown-5m-1778820300 | btc-updown-5m-1778820300,12:45-12:50 AM ET,07:45-07:50 Europe/Kyiv,14,286,BUY,TRADE,Up,BUY,0.45,10.0,4.5,9,9,0,0,21.676088,48.169084,48.169084,0.0,0.0,btc-updown-5m-1778820300,btc-updown-5m-1778820300,"Bitcoin Up or Down - May 15, 12:45AM-12:50AM ET"
10,raw:c7c2781d69c378bcef76c3886174e59ea879b27f,2026-05-15T04:45:14+00:00,1778820314,btc-updown-5m-1778820300 | btc-updown-5m-1778820300,12:45-12:50 AM ET,07:45-07:50 Europe/Kyiv,14,286,BUY,TRADE,Up,BUY,0.45,1.81818,0.818181,10,10,0,0,22.494269,49.987264,49.987264,0.0,0.0,btc-updown-5m-1778820300,btc-updown-5m-1778820300,"Bitcoin Up or Down - May 15, 12:45AM-12:50AM ET"
11,raw:24c6d37b84fbfe1952f4f3e48137afcffe09fd87,2026-05-15T04:45:15+00:00,1778820315,btc-updown-5m-1778820300 | btc-updown-5m-1778820300,12:45-12:50 AM ET,07:45-07:50 Europe/Kyiv,15,285,BUY,TRADE,Up,BUY,0.45000002064565003,7.265453,3.269454,11,11,0,0,25.763723,57.252717,57.252717,0.0,0.0,btc-updown-5m-1778820300,btc-updown-5m-1778820300,"Bitcoin Up or Down - May 15, 12:45AM-12:50AM ET"
12,raw:52d063ee6d0433009f67b55a448850672d4a2977,2026-05-15T04:45:15+00:00,1778820315,btc-updown-5m-1778820300 | btc-updown-5m-1778820300,12:45-12:50 AM ET,07:45-07:50 Europe/Kyiv,15,285,BUY,TRADE,Up,BUY,0.4500000041270637,36.345453,16.355454,12,12,0,0,42.119177,93.59817,93.59817,0.0,0.0,btc-updown-5m-1778820300,btc-updown-5m-1778820300,"Bitcoin Up or Down - May 15, 12:45AM-12:50AM ET"
13,raw:1129cc90ced50a87896c4c01c076edadcf66b1d4,2026-05-15T04:45:17+00:00,1778820317,btc-updown-5m-1778820300 | btc-updown-5m-1778820300,12:45-12:50 AM ET,07:45-07:50 Europe/Kyiv,17,283,BUY,TRADE,Down,BUY,0.53,50.0,26.5,13,13,0,0,68.619177,143.59817,93.59817,50.0,50.0,btc-updown-5m-1778820300,btc-updown-5m-1778820300,"Bitcoin Up or Down - May 15, 12:45AM-12:50AM ET"
14,raw:3d85391a6c3ba2fbb87cdbb4631062f000b5ade2,2026-05-15T04:45:17+00:00,1778820317,btc-updown-5m-1778820300 | btc-updown-5m-1778820300,12:45-12:50 AM ET,07:45-07:50 Europe/Kyiv,17,283,BUY,TRADE,Down,BUY,0.52,50.0,26.0,14,14,0,0,94.619177,193.59817,93.59817,100.0,93.59817,btc-updown-5m-1778820300,btc-updown-5m-1778820300,"Bitcoin Up or Down - May 15, 12:45AM-12:50AM ET"
