seq,external_id,timestamp,unix_ts,window_key,window_et_label,window_local_label,sec_from_window_start,sec_to_window_end,action_class,activity_type,outcome,side,price,size,amount_usd,cum_events,cum_buy,cum_sell,cum_merge,cum_usd,cum_size,cum_up_shares,cum_down_shares,cum_pairs_min,market_slug,event_slug,title
1,raw:88ceecfa56c27b614928439e7c8fcb8b02bd5571,2026-05-14T22:30:09+00:00,1778797809,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,9,291,BUY,TRADE,Down,BUY,0.47000007628646223,3.670376,1.725077,1,1,0,0,1.725077,3.670376,0.0,3.670376,0.0,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
2,raw:5297f2d9d85a6eaa727ce0ee69e4a1b3b9b4d5a3,2026-05-14T22:30:10+00:00,1778797810,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,10,290,BUY,TRADE,Down,BUY,0.47,18.0,8.46,2,2,0,0,10.185077,21.670376,0.0,21.670376,0.0,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
3,raw:8ce049d15daaeabe756d9ef643a92d1c91c6c0fd,2026-05-14T22:30:10+00:00,1778797810,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,10,290,BUY,TRADE,Down,BUY,0.4700000903139265,4.207546,1.977547,3,3,0,0,12.162624,25.877922,0.0,25.877922,0.0,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
4,raw:b2f2c7f81e8aec35ded3ab591f41798f84d21b8a,2026-05-14T22:30:10+00:00,1778797810,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,10,290,BUY,TRADE,Down,BUY,0.47000017213684336,2.207546,1.037547,4,4,0,0,13.200171,28.085468,0.0,28.085468,0.0,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
5,raw:eafc3205b01782e989247ece52573671e8957648,2026-05-14T22:30:10+00:00,1778797810,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,10,290,BUY,TRADE,Down,BUY,0.4700000349800047,9.433961,4.433962,5,5,0,0,17.634133,37.519429,0.0,37.519429,0.0,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
6,raw:219173654f9e1837c7b83d404831a7743bb13f14,2026-05-14T22:30:12+00:00,1778797812,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,12,288,BUY,TRADE,Up,BUY,0.52,7.84,4.0768,6,6,0,0,21.710933,45.359429,7.84,37.519429,7.84,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
7,raw:5ad708a08bc363fa48b8bf29e7ab3876adbad309,2026-05-14T22:30:12+00:00,1778797812,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,12,288,BUY,TRADE,Up,BUY,0.5200001728001106,2.083332,1.083333,7,7,0,0,22.794266,47.442761,9.923332,37.519429,9.923332,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
8,raw:9fb9ac2a73252baed6564393e3c7294bf5e99ef4,2026-05-14T22:30:12+00:00,1778797812,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,12,288,BUY,TRADE,Up,BUY,0.52,7.58,3.9416,8,8,0,0,26.735866,55.022761,17.503332,37.519429,17.503332,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
9,raw:a2a3eb00fe6c504dd4f6d651cbae7f126f92cf23,2026-05-14T22:30:12+00:00,1778797812,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,12,288,BUY,TRADE,Up,BUY,0.52,6.25,3.25,9,9,0,0,29.985866,61.272761,23.753332,37.519429,23.753332,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
10,raw:d2fdd805deb60a9117525a277c093912b5d7cd50,2026-05-14T22:30:12+00:00,1778797812,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,12,288,BUY,TRADE,Up,BUY,0.5200001089808715,3.303332,1.717733,10,10,0,0,31.703599,64.576093,27.056664,37.519429,27.056664,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
11,raw:da64c2aae1b8e90e838b29fe8d5ce2879beb6283,2026-05-14T22:30:12+00:00,1778797812,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,12,288,BUY,TRADE,Up,BUY,0.5200000172800011,20.833332,10.833333,11,11,0,0,42.536932,85.409425,47.889996,37.519429,37.519429,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
12,raw:e8474c56307801b5a0a30091bdcb248f2c7e22af,2026-05-14T22:30:12+00:00,1778797812,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,12,288,BUY,TRADE,Up,BUY,0.5200001728001106,2.083332,1.083333,12,12,0,0,43.620265,87.492757,49.973328,37.519429,37.519429,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
13,raw:789da789902de7fc7ea026b3b71c76c8e1075d75,2026-05-14T22:30:14+00:00,1778797814,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,14,286,BUY,TRADE,Down,BUY,0.46,10.0,4.6,13,13,0,0,48.220265,97.492757,49.973328,47.519429,47.519429,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
14,raw:8a930a3ea3f4a60946f7885d3447402ac338aea6,2026-05-14T22:30:14+00:00,1778797814,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,14,286,BUY,TRADE,Down,BUY,0.46,18.51,8.5146,14,14,0,0,56.734865,116.002757,49.973328,66.029429,49.973328,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
15,raw:2319383cbcf250e51f853688ef386d49778b47f5,2026-05-14T22:30:19+00:00,1778797819,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,19,281,BUY,TRADE,Down,BUY,0.46,50.0,23.0,15,15,0,0,79.734865,166.002757,49.973328,116.029429,49.973328,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
16,raw:359cea07c3d7a55c74c31bff3d4a34d5f6b3ff9b,2026-05-14T22:30:19+00:00,1778797819,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,19,281,BUY,TRADE,Up,BUY,0.5300001610186125,2.297871,1.217872,16,16,0,0,80.952737,168.300628,52.271199,116.029429,52.271199,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
17,raw:466d528a1086d2435a16e7c330cb57425d6005f3,2026-05-14T22:30:19+00:00,1778797819,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,19,281,BUY,TRADE,Up,BUY,0.530000011280002,10.638296,5.638297,17,17,0,0,86.591034,178.938924,62.909495,116.029429,62.909495,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
18,raw:69c02a41ab7e520113dc8f04c6341583c946dca9,2026-05-14T22:30:19+00:00,1778797819,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,19,281,BUY,TRADE,Down,BUY,0.44,50.0,22.0,18,18,0,0,108.591034,228.938924,62.909495,166.029429,62.909495,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
19,raw:9cac1437a446b3219fcaf2ec9d9b9fa664c7eefd,2026-05-14T22:30:19+00:00,1778797819,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,19,281,BUY,TRADE,Up,BUY,0.53,50.0,26.5,19,19,0,0,135.091034,278.938924,112.909495,166.029429,112.909495,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
20,raw:dec98fbc96116d8697f0dc1d0b65fca0348d575d,2026-05-14T22:30:19+00:00,1778797819,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,19,281,BUY,TRADE,Up,BUY,0.530000199009104,2.361701,1.251702,20,20,0,0,136.342736,281.300625,115.271196,166.029429,115.271196,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
21,raw:fd9ab9f24e14a32adc5dba5b67c8080ebda66218,2026-05-14T22:30:19+00:00,1778797819,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,19,281,BUY,TRADE,Down,BUY,0.45,50.0,22.5,21,21,0,0,158.842736,331.300625,115.271196,216.029429,115.271196,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
22,raw:6cdfb92c91816c7cefa6640c164cebfa3626d3bc,2026-05-14T22:30:21+00:00,1778797821,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,21,279,BUY,TRADE,Up,BUY,0.53,7.69,4.0757,22,22,0,0,162.918436,338.990625,122.961196,216.029429,122.961196,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
23,raw:8f4883eea3e3edfefbdc38bf21ce2c5875435141,2026-05-14T22:30:21+00:00,1778797821,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,21,279,BUY,TRADE,Up,BUY,0.530000158053184,2.404254,1.274255,23,23,0,0,164.192691,341.394879,125.36545,216.029429,125.36545,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
24,raw:e68cf63b786bc29737e1771e3468419b2316b0fd,2026-05-14T22:30:21+00:00,1778797821,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,21,279,BUY,TRADE,Up,BUY,0.5300000153469445,5.212764,2.762765,24,24,0,0,166.955456,346.607643,130.578214,216.029429,130.578214,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
25,raw:3444c67f17d64bd54448043bef991d09ca3080f9,2026-05-14T22:30:23+00:00,1778797823,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,23,277,BUY,TRADE,Up,BUY,0.53,12.98,6.8794,25,25,0,0,173.834856,359.587643,143.558214,216.029429,143.558214,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
26,raw:7d2536ce4f7a3bb73bcb5696bf864c00224ce9df,2026-05-14T22:30:23+00:00,1778797823,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,23,277,BUY,TRADE,Up,BUY,0.5300001222000904,2.127658,1.127659,26,26,0,0,174.962515,361.715301,145.685872,216.029429,145.685872,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
27,raw:bd53c72cfd4ad4cd05741fbef083402dedf3356d,2026-05-14T22:30:23+00:00,1778797823,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,23,277,BUY,TRADE,Up,BUY,0.5300001081000292,4.255318,2.255319,27,27,0,0,177.217834,365.970619,149.94119,216.029429,149.94119,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
28,raw:2cd677e9a91595a21462e8cabd8c8afc74ee054d,2026-05-14T22:30:30+00:00,1778797830,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,30,270,BUY,TRADE,Up,BUY,0.4,50.0,20.0,28,28,0,0,197.217834,415.970619,199.94119,216.029429,199.94119,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
29,raw:681c0ac25ae61df26b3a86116949fc6cd36ca329,2026-05-14T22:30:30+00:00,1778797830,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,30,270,BUY,TRADE,Up,BUY,0.39,17.31,6.7509,29,29,0,0,203.968734,433.280619,217.25119,216.029429,216.029429,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
30,raw:16b436536b13ed0538f95e08249771c813ee56d1,2026-05-14T22:30:31+00:00,1778797831,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,31,269,BUY,TRADE,Down,BUY,0.57,50.0,28.5,30,30,0,0,232.468734,483.280619,217.25119,266.029429,217.25119,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
31,raw:3af5355808ccdfc78c3934e6afd79d1e9b57b6f5,2026-05-14T22:30:31+00:00,1778797831,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,31,269,BUY,TRADE,Down,BUY,0.58,50.0,29.0,31,31,0,0,261.468734,533.280619,217.25119,316.029429,217.25119,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
32,raw:3f3e2a0bfd2523a20c4892efd1dd7ad0a1f5a186,2026-05-14T22:30:31+00:00,1778797831,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,31,269,BUY,TRADE,Up,BUY,0.4000000941915819,2.123332,0.849333,32,32,0,0,262.318067,535.403951,219.374522,316.029429,219.374522,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
33,raw:6050f65d40414d7264304755ced1da4df22e3fdd,2026-05-14T22:30:31+00:00,1778797831,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,31,269,BUY,TRADE,Down,BUY,0.56,50.0,28.0,33,33,0,0,290.318067,585.403951,219.374522,366.029429,219.374522,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
34,raw:93e473d971badeb55c66a750677950e9d26a6225,2026-05-14T22:30:31+00:00,1778797831,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,31,269,BUY,TRADE,Down,BUY,0.55,50.0,27.5,34,34,0,0,317.818067,635.403951,219.374522,416.029429,219.374522,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
35,raw:9612172f9af977d03a179a6117bbac6b1ac39f61,2026-05-14T22:30:31+00:00,1778797831,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,31,269,BUY,TRADE,Down,BUY,0.59,50.0,29.5,35,35,0,0,347.318067,685.403951,219.374522,466.029429,219.374522,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
36,raw:13898bc93636f70986dc0bb3a92a97df8c72d864,2026-05-14T22:30:33+00:00,1778797833,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,33,267,BUY,TRADE,Up,BUY,0.4,8.33,3.332,36,36,0,0,350.650067,693.733951,227.704522,466.029429,227.704522,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
37,raw:4724c3b64b9a0ff65eba230af0084e586ba9e11a,2026-05-14T22:30:33+00:00,1778797833,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,33,267,BUY,TRADE,Down,BUY,0.56,50.0,28.0,37,37,0,0,378.650067,743.733951,227.704522,516.029429,227.704522,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
38,raw:5f7939188d4fa38bb085cfd9e9f37964073e9d24,2026-05-14T22:30:33+00:00,1778797833,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,33,267,BUY,TRADE,Up,BUY,0.4,34.92,13.968,38,38,0,0,392.618067,778.653951,262.624522,516.029429,262.624522,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
39,raw:a6b49ff81574a2acd4e6448842e4ef31d5b498c6,2026-05-14T22:30:33+00:00,1778797833,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,33,267,BUY,TRADE,Up,BUY,0.4,2.35,0.94,39,39,0,0,393.558067,781.003951,264.974522,516.029429,264.974522,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
40,raw:b4b1c211fa2b41ee9a28112da8307082c5899b78,2026-05-14T22:30:33+00:00,1778797833,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,33,267,BUY,TRADE,Down,BUY,0.55,50.0,27.5,40,40,0,0,421.058067,831.003951,264.974522,566.029429,264.974522,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
41,raw:d23ae27e677f2f604b92cfea466d0e822c3ece95,2026-05-14T22:30:33+00:00,1778797833,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,33,267,BUY,TRADE,Up,BUY,0.4,2.266665,0.906666,41,41,0,0,421.964733,833.270616,267.241187,566.029429,267.241187,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
42,raw:4b52dc984f9debd47ac65acdb6e35084757de07d,2026-05-14T22:30:37+00:00,1778797837,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,37,263,BUY,TRADE,Up,BUY,0.42000005064822915,5.133447,2.156048,42,42,0,0,424.120781,838.404063,272.374634,566.029429,272.374634,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
43,raw:b794ea621cad2a7d2d2cbe6afbd879cb71e75371,2026-05-14T22:30:37+00:00,1778797837,btc-updown-5m-1778797800 | btc-updown-5m-1778797800,6:30-6:35 PM ET,01:30-01:35 Europe/Kyiv,37,263,BUY,TRADE,Up,BUY,0.4200001740002958,1.724135,0.724137,43,43,0,0,424.844918,840.128198,274.098769,566.029429,274.098769,btc-updown-5m-1778797800,btc-updown-5m-1778797800,"Bitcoin Up or Down - May 14, 6:30PM-6:35PM ET"
