seq,external_id,timestamp,unix_ts,window_key,window_et_label,window_local_label,sec_from_window_start,sec_to_window_end,action_class,activity_type,outcome,side,price,size,amount_usd,cum_events,cum_buy,cum_sell,cum_merge,cum_usd,cum_size,cum_up_shares,cum_down_shares,cum_pairs_min,market_slug,event_slug,title
1,raw:29d0c9cea4d4e81e9da74d79d1513354a438f59b,2026-05-15T03:40:20+00:00,1778816420,btc-updown-5m-1778816400 | btc-updown-5m-1778816400,11:40-11:45 PM ET,06:40-06:45 Europe/Kyiv,20,280,BUY,TRADE,Down,BUY,0.34,50.0,17.0,1,1,0,0,17.0,50.0,0.0,50.0,0.0,btc-updown-5m-1778816400,btc-updown-5m-1778816400,"Bitcoin Up or Down - May 14, 11:40PM-11:45PM ET"
2,raw:a107c33887a3ea584b4a3c160bdd0008e60dd374,2026-05-15T03:40:20+00:00,1778816420,btc-updown-5m-1778816400 | btc-updown-5m-1778816400,11:40-11:45 PM ET,06:40-06:45 Europe/Kyiv,20,280,BUY,TRADE,Up,BUY,0.6500001225000797,2.857141,1.857142,2,2,0,0,18.857142,52.857141,2.857141,50.0,2.857141,btc-updown-5m-1778816400,btc-updown-5m-1778816400,"Bitcoin Up or Down - May 14, 11:40PM-11:45PM ET"
3,raw:d28d897cdf9e350498521f1a6ce6e5c002f7eecd,2026-05-15T03:40:20+00:00,1778816420,btc-updown-5m-1778816400 | btc-updown-5m-1778816400,11:40-11:45 PM ET,06:40-06:45 Europe/Kyiv,20,280,BUY,TRADE,Up,BUY,0.6500001225000797,2.857141,1.857142,3,3,0,0,20.714284,55.714282,5.714282,50.0,5.714282,btc-updown-5m-1778816400,btc-updown-5m-1778816400,"Bitcoin Up or Down - May 14, 11:40PM-11:45PM ET"
4,raw:5086e0c58ea0bab1b04bd8b347769d3e6e8842dd,2026-05-15T03:40:22+00:00,1778816422,btc-updown-5m-1778816400 | btc-updown-5m-1778816400,11:40-11:45 PM ET,06:40-06:45 Europe/Kyiv,22,278,BUY,TRADE,Up,BUY,0.6500001225000797,2.857141,1.857142,4,4,0,0,22.571426,58.571423,8.571423,50.0,8.571423,btc-updown-5m-1778816400,btc-updown-5m-1778816400,"Bitcoin Up or Down - May 14, 11:40PM-11:45PM ET"
5,raw:563985581c3bde99acfd5356d187a6b43d51a3ab,2026-05-15T03:40:22+00:00,1778816422,btc-updown-5m-1778816400 | btc-updown-5m-1778816400,11:40-11:45 PM ET,06:40-06:45 Europe/Kyiv,22,278,BUY,TRADE,Up,BUY,0.6500000385000034,14.285713,9.285714,5,5,0,0,31.85714,72.857136,22.857136,50.0,22.857136,btc-updown-5m-1778816400,btc-updown-5m-1778816400,"Bitcoin Up or Down - May 14, 11:40PM-11:45PM ET"
6,raw:4719f54d9c3f079d29fe042c97059f92aca8d90b,2026-05-15T03:40:27+00:00,1778816427,btc-updown-5m-1778816400 | btc-updown-5m-1778816400,11:40-11:45 PM ET,06:40-06:45 Europe/Kyiv,27,273,BUY,TRADE,Up,BUY,0.66,5.0,3.3,6,6,0,0,35.15714,77.857136,27.857136,50.0,27.857136,btc-updown-5m-1778816400,btc-updown-5m-1778816400,"Bitcoin Up or Down - May 14, 11:40PM-11:45PM ET"
7,raw:4a879dc2f28c5fa145d0183ec87cf6db351fc315,2026-05-15T03:40:27+00:00,1778816427,btc-updown-5m-1778816400 | btc-updown-5m-1778816400,11:40-11:45 PM ET,06:40-06:45 Europe/Kyiv,27,273,BUY,TRADE,Up,BUY,0.6600000367200034,14.705881,9.705882,7,7,0,0,44.863022,92.563017,42.563017,50.0,42.563017,btc-updown-5m-1778816400,btc-updown-5m-1778816400,"Bitcoin Up or Down - May 14, 11:40PM-11:45PM ET"
8,raw:99f7b9907429ae2ed8d494c5600afacfae1bc8b9,2026-05-15T03:40:27+00:00,1778816427,btc-updown-5m-1778816400 | btc-updown-5m-1778816400,11:40-11:45 PM ET,06:40-06:45 Europe/Kyiv,27,273,BUY,TRADE,Up,BUY,0.660000170000085,2.941175,1.941176,8,8,0,0,46.804198,95.504192,45.504192,50.0,45.504192,btc-updown-5m-1778816400,btc-updown-5m-1778816400,"Bitcoin Up or Down - May 14, 11:40PM-11:45PM ET"
9,raw:80d1fa7f12c51ccbd16b69af127c3d81d9df0455,2026-05-15T03:40:29+00:00,1778816429,btc-updown-5m-1778816400 | btc-updown-5m-1778816400,11:40-11:45 PM ET,06:40-06:45 Europe/Kyiv,29,271,BUY,TRADE,Up,BUY,0.660000170000085,2.941175,1.941176,9,9,0,0,48.745374,98.445367,48.445367,50.0,48.445367,btc-updown-5m-1778816400,btc-updown-5m-1778816400,"Bitcoin Up or Down - May 14, 11:40PM-11:45PM ET"
10,raw:404256fd9ec74b268e669d6019b5fe9ef08707e4,2026-05-15T03:40:30+00:00,1778816430,btc-updown-5m-1778816400 | btc-updown-5m-1778816400,11:40-11:45 PM ET,06:40-06:45 Europe/Kyiv,30,270,BUY,TRADE,Up,BUY,0.6600000367200034,14.705881,9.705882,10,10,0,0,58.451256,113.151248,63.151248,50.0,50.0,btc-updown-5m-1778816400,btc-updown-5m-1778816400,"Bitcoin Up or Down - May 14, 11:40PM-11:45PM ET"
