seq,external_id,timestamp,unix_ts,window_key,window_et_label,window_local_label,sec_from_window_start,sec_to_window_end,action_class,activity_type,outcome,side,price,size,amount_usd,cum_events,cum_buy,cum_sell,cum_merge,cum_usd,cum_size,cum_up_shares,cum_down_shares,cum_pairs_min,market_slug,event_slug,title
1,raw:10cf411da65e8e491d3bd70cc686737b3fda77d6,2026-05-14T22:55:10+00:00,1778799310,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,10,290,BUY,TRADE,Down,BUY,0.53,47.85,25.3605,1,1,0,0,25.3605,47.85,0.0,47.85,0.0,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
2,raw:2d60a98018952295432633334c6e781111774241,2026-05-14T22:55:10+00:00,1778799310,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,10,290,BUY,TRADE,Down,BUY,0.5300002094060546,2.148935,1.138936,2,2,0,0,26.499436,49.998935,0.0,49.998935,0.0,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
3,raw:2a1eda71a96aca5cd6b43e9aaed4b023ec2e9405,2026-05-14T22:55:14+00:00,1778799314,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,14,286,BUY,TRADE,Up,BUY,0.46,10.0,4.6,3,3,0,0,31.099436,59.998935,10.0,49.998935,10.0,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
4,raw:aa15ec9bc41a2afca4221be5ea604bcc81219f86,2026-05-14T22:55:14+00:00,1778799314,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,14,286,BUY,TRADE,Up,BUY,0.46,1.23,0.5658,4,4,0,0,31.665236,61.228935,11.23,49.998935,11.23,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
5,raw:c9a11838bbb4418fc0e21160be804a63a2149b15,2026-05-14T22:55:14+00:00,1778799314,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,14,286,BUY,TRADE,Down,BUY,0.53,21.27,11.2731,5,5,0,0,42.938336,82.498935,11.23,71.268935,11.23,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
6,raw:dc1b6b866818ea2da2311c2491213e1c2bbdd688,2026-05-14T22:55:14+00:00,1778799314,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,14,286,BUY,TRADE,Up,BUY,0.4600000905806884,2.870369,1.32037,6,6,0,0,44.258706,85.369304,14.100369,71.268935,14.100369,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
7,raw:1092c0ce26a105ef692f5688a7697266be471d23,2026-05-14T22:55:15+00:00,1778799315,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,15,285,BUY,TRADE,Down,BUY,0.5,50.0,25.0,7,7,0,0,69.258706,135.369304,14.100369,121.268935,14.100369,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
8,raw:406cba8dd4b87dd96783b2a120356bbd7898c511,2026-05-14T22:55:15+00:00,1778799315,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,15,285,BUY,TRADE,Down,BUY,0.47,50.0,23.5,8,8,0,0,92.758706,185.369304,14.100369,171.268935,14.100369,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
9,raw:5d42d3b2a02109b39aa5106fc29f47ac559bc9b7,2026-05-14T22:55:15+00:00,1778799315,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,15,285,BUY,TRADE,Down,BUY,0.52,50.0,26.0,9,9,0,0,118.758706,235.369304,14.100369,221.268935,14.100369,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
10,raw:6bdd9357d27f7762924ffbe2ed23ec31e1a99619,2026-05-14T22:55:15+00:00,1778799315,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,15,285,BUY,TRADE,Down,BUY,0.49,50.0,24.5,10,10,0,0,143.258706,285.369304,14.100369,271.268935,14.100369,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
11,raw:6eb9db61c0458b670031dd606eb078fa641f478f,2026-05-14T22:55:15+00:00,1778799315,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,15,285,BUY,TRADE,Up,BUY,0.46,8.12,3.7352,11,11,0,0,146.993906,293.489304,22.220369,271.268935,22.220369,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
12,raw:86b85fbb09d88ce16845899cfae594a10be45ad5,2026-05-14T22:55:15+00:00,1778799315,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,15,285,BUY,TRADE,Down,BUY,0.45,50.0,22.5,12,12,0,0,169.493906,343.489304,22.220369,321.268935,22.220369,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
13,raw:9aab1d23c439e61d529a58cf1b31d14bd26a2c78,2026-05-14T22:55:15+00:00,1778799315,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,15,285,BUY,TRADE,Down,BUY,0.48,50.0,24.0,13,13,0,0,193.493906,393.489304,22.220369,371.268935,22.220369,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
14,raw:cf9f69a8fe44d7a40bb5205bd618a03af0db2375,2026-05-14T22:55:15+00:00,1778799315,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,15,285,BUY,TRADE,Down,BUY,0.51,50.0,25.5,14,14,0,0,218.993906,443.489304,22.220369,421.268935,22.220369,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
15,raw:f295ebbea6cdb722df65d570b7baa2bae55029af,2026-05-14T22:55:15+00:00,1778799315,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,15,285,BUY,TRADE,Up,BUY,0.46,18.51,8.5146,15,15,0,0,227.508506,461.999304,40.730369,421.268935,40.730369,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
16,raw:f8ae3ac93e86d6e6d43ff87cc11abbe5b7a4fb8d,2026-05-14T22:55:15+00:00,1778799315,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,15,285,BUY,TRADE,Up,BUY,0.4600000345600047,9.259258,4.259259,16,16,0,0,231.767765,471.258562,49.989627,421.268935,49.989627,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
17,raw:fb6a37cbc3538f064192264c81ede2bd3cf296ab,2026-05-14T22:55:15+00:00,1778799315,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,15,285,BUY,TRADE,Down,BUY,0.46,50.0,23.0,17,17,0,0,254.767765,521.258562,49.989627,471.268935,49.989627,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
18,raw:bf68237124025eb96f64b1d8b814466fbc20379c,2026-05-14T22:55:21+00:00,1778799321,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,21,279,BUY,TRADE,Up,BUY,0.4800000166400028,9.615383,4.615384,18,18,0,0,259.383149,530.873945,59.60501,471.268935,59.60501,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
19,raw:2b5acd43e34d03c09a9c756fc1cc5f9f8527eeaa,2026-05-14T22:55:26+00:00,1778799326,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,26,274,BUY,TRADE,Up,BUY,0.4900000207457689,5.784312,2.834313,19,19,0,0,262.217462,536.658257,65.389322,471.268935,65.389322,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
20,raw:69e8cef5ed2a31de946985c3dca6e5f08b2fa032,2026-05-14T22:55:26+00:00,1778799326,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,26,274,BUY,TRADE,Up,BUY,0.49000005196227847,5.196077,2.546078,20,20,0,0,264.76354,541.854334,70.585399,471.268935,70.585399,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
21,raw:82f1156a1af80c26f0c03f17d01ad65fb6c9784d,2026-05-14T22:55:26+00:00,1778799326,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,26,274,BUY,TRADE,Up,BUY,0.4900001683001128,1.960783,0.960784,21,21,0,0,265.724324,543.815117,72.546182,471.268935,72.546182,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
22,raw:bffa7bec5239880acc389b82c05522847547fba5,2026-05-14T22:55:26+00:00,1778799326,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,26,274,BUY,TRADE,Up,BUY,0.4900000830232809,4.215685,2.065686,22,22,0,0,267.79001,548.030802,76.761867,471.268935,76.761867,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
23,raw:ce5be62eea1f01b7694df7f35f2c633d2548fa17,2026-05-14T22:55:26+00:00,1778799326,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,26,274,BUY,TRADE,Up,BUY,0.49,15.0,7.35,23,23,0,0,275.14001,563.030802,91.761867,471.268935,91.761867,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
24,raw:0d02df069b81925cec5341356e3df22020115228,2026-05-14T22:55:28+00:00,1778799328,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,28,272,BUY,TRADE,Up,BUY,0.49000004549297504,4.176469,2.04647,24,24,0,0,277.18648,567.207271,95.938336,471.268935,95.938336,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
25,raw:90cc606f156768ae40a8b67776573bdd49c0cb67,2026-05-14T22:55:28+00:00,1778799328,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,28,272,BUY,TRADE,Up,BUY,0.4900000204000033,9.80392,4.803921,25,25,0,0,281.990401,577.011191,105.742256,471.268935,105.742256,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
26,raw:b2ea0e1ef252f081de2e8d85ed15490e18d1f4cb,2026-05-14T22:55:28+00:00,1778799328,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,28,272,BUY,TRADE,Up,BUY,0.49,3.83,1.8767,26,26,0,0,283.867101,580.841191,109.572256,471.268935,109.572256,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
27,raw:bed6e69feee4fb16d73d9110e9a4610523b1076e,2026-05-14T22:55:35+00:00,1778799335,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,35,265,BUY,TRADE,Up,BUY,0.4900000028141148,49.749214,24.377115,27,27,0,0,308.244216,630.590405,159.32147,471.268935,159.32147,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
28,raw:f2bf6bf253ee7dcbb675ba96932db87922ddfb36,2026-05-14T22:55:35+00:00,1778799335,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,35,265,BUY,TRADE,Up,BUY,0.49,0.25,0.1225,28,28,0,0,308.366716,630.840405,159.57147,471.268935,159.57147,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
29,raw:0976ca0079df1ee5defe0ebae480766d054888ab,2026-05-14T22:55:36+00:00,1778799336,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,36,264,BUY,TRADE,Up,BUY,0.48,40.38,19.3824,29,29,0,0,327.749116,671.220405,199.95147,471.268935,199.95147,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
30,raw:ec57bf52eea4e3da722737fa3b4000ca88772bec,2026-05-14T22:55:36+00:00,1778799336,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,36,264,BUY,TRADE,Up,BUY,0.49,50.0,24.5,30,30,0,0,352.249116,721.220405,249.95147,471.268935,249.95147,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
31,raw:28a630d7b1665fa9aa064a7a23e45867a2ad092f,2026-05-14T22:55:38+00:00,1778799338,btc-updown-5m-1778799300 | btc-updown-5m-1778799300,6:55-7:00 PM ET,01:55-02:00 Europe/Kyiv,38,262,BUY,TRADE,Up,BUY,0.47000004946667856,5.660376,2.660377,31,31,0,0,354.909493,726.880781,255.611846,471.268935,255.611846,btc-updown-5m-1778799300,btc-updown-5m-1778799300,"Bitcoin Up or Down - May 14, 6:55PM-7:00PM ET"
