seq,external_id,timestamp,unix_ts,window_key,window_et_label,window_local_label,sec_from_window_start,sec_to_window_end,action_class,activity_type,outcome,side,price,size,amount_usd,cum_events,cum_buy,cum_sell,cum_merge,cum_usd,cum_size,cum_up_shares,cum_down_shares,cum_pairs_min,market_slug,event_slug,title
1,raw:0729f7ee3135060e2b8ad64c056c794118b49b7b,2026-05-15T02:00:10+00:00,1778810410,btc-updown-5m-1778810400 | btc-updown-5m-1778810400,10:00-10:05 PM ET,05:00-05:05 Europe/Kyiv,10,290,BUY,TRADE,Down,BUY,0.41,7.11,2.9151,1,1,0,0,2.9151,7.11,0.0,7.11,0.0,btc-updown-5m-1778810400,btc-updown-5m-1778810400,"Bitcoin Up or Down - May 14, 10:00PM-10:05PM ET"
2,raw:07416c9092502610b1cfbf20e16f78b3717c5af9,2026-05-15T02:00:10+00:00,1778810410,btc-updown-5m-1778810400 | btc-updown-5m-1778810400,10:00-10:05 PM ET,05:00-05:05 Europe/Kyiv,10,290,BUY,TRADE,Up,BUY,0.52,50.0,26.0,2,2,0,0,28.9151,57.11,50.0,7.11,7.11,btc-updown-5m-1778810400,btc-updown-5m-1778810400,"Bitcoin Up or Down - May 14, 10:00PM-10:05PM ET"
3,raw:0ae92288019d7ddbc55722418903598615b59102,2026-05-15T02:00:10+00:00,1778810410,btc-updown-5m-1778810400 | btc-updown-5m-1778810400,10:00-10:05 PM ET,05:00-05:05 Europe/Kyiv,10,290,BUY,TRADE,Down,BUY,0.41,5.0,2.05,3,3,0,0,30.9651,62.11,50.0,12.11,12.11,btc-updown-5m-1778810400,btc-updown-5m-1778810400,"Bitcoin Up or Down - May 14, 10:00PM-10:05PM ET"
4,raw:230c8ba1a570898f191de3edd7ffb739563e63ab,2026-05-15T02:00:21+00:00,1778810421,btc-updown-5m-1778810400 | btc-updown-5m-1778810400,10:00-10:05 PM ET,05:00-05:05 Europe/Kyiv,21,279,BUY,TRADE,Up,BUY,0.36,9.9,3.564,4,4,0,0,34.5291,72.01,59.9,12.11,12.11,btc-updown-5m-1778810400,btc-updown-5m-1778810400,"Bitcoin Up or Down - May 14, 10:00PM-10:05PM ET"
5,raw:26f4e1afb9b306bfc52d57183f02bbb5b8ac1b07,2026-05-15T02:00:21+00:00,1778810421,btc-updown-5m-1778810400 | btc-updown-5m-1778810400,10:00-10:05 PM ET,05:00-05:05 Europe/Kyiv,21,279,BUY,TRADE,Up,BUY,0.36,5.0,1.8,5,5,0,0,36.3291,77.01,64.9,12.11,12.11,btc-updown-5m-1778810400,btc-updown-5m-1778810400,"Bitcoin Up or Down - May 14, 10:00PM-10:05PM ET"
6,raw:a07d51b93f580583d4f53018b7ac5260036dc9ec,2026-05-15T02:00:21+00:00,1778810421,btc-updown-5m-1778810400 | btc-updown-5m-1778810400,10:00-10:05 PM ET,05:00-05:05 Europe/Kyiv,21,279,BUY,TRADE,Up,BUY,0.36,30.0,10.8,6,6,0,0,47.1291,107.01,94.9,12.11,12.11,btc-updown-5m-1778810400,btc-updown-5m-1778810400,"Bitcoin Up or Down - May 14, 10:00PM-10:05PM ET"
7,raw:aefcb20c896a351498141e83b92f6a704205cc36,2026-05-15T02:00:21+00:00,1778810421,btc-updown-5m-1778810400 | btc-updown-5m-1778810400,10:00-10:05 PM ET,05:00-05:05 Europe/Kyiv,21,279,BUY,TRADE,Up,BUY,0.36,5.0,1.8,7,7,0,0,48.9291,112.01,99.9,12.11,12.11,btc-updown-5m-1778810400,btc-updown-5m-1778810400,"Bitcoin Up or Down - May 14, 10:00PM-10:05PM ET"
8,raw:74b47eee583664d692be9f9639f9725b0226bd2d,2026-05-15T02:00:23+00:00,1778810423,btc-updown-5m-1778810400 | btc-updown-5m-1778810400,10:00-10:05 PM ET,05:00-05:05 Europe/Kyiv,23,277,BUY,TRADE,Up,BUY,0.36,0.1,0.036,8,8,0,0,48.9651,112.11,100.0,12.11,12.11,btc-updown-5m-1778810400,btc-updown-5m-1778810400,"Bitcoin Up or Down - May 14, 10:00PM-10:05PM ET"
9,raw:068c83a049ef1b90e815d9162ab6f20771deadd6,2026-05-15T02:00:24+00:00,1778810424,btc-updown-5m-1778810400 | btc-updown-5m-1778810400,10:00-10:05 PM ET,05:00-05:05 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.29,4.16,1.2064,9,9,0,0,50.1715,116.27,104.16,12.11,12.11,btc-updown-5m-1778810400,btc-updown-5m-1778810400,"Bitcoin Up or Down - May 14, 10:00PM-10:05PM ET"
10,raw:2a8824100aa13a817c3478b6886f36597ca9c9eb,2026-05-15T02:00:24+00:00,1778810424,btc-updown-5m-1778810400 | btc-updown-5m-1778810400,10:00-10:05 PM ET,05:00-05:05 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.2900000842922659,3.084506,0.894507,10,10,0,0,51.066007,119.354506,107.244506,12.11,12.11,btc-updown-5m-1778810400,btc-updown-5m-1778810400,"Bitcoin Up or Down - May 14, 10:00PM-10:05PM ET"
11,raw:656c6b231ccbf6b953dacef778f70ca679a78bdb,2026-05-15T02:00:24+00:00,1778810424,btc-updown-5m-1778810400 | btc-updown-5m-1778810400,10:00-10:05 PM ET,05:00-05:05 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.29,0.01,0.0029,11,11,0,0,51.068907,119.364506,107.254506,12.11,12.11,btc-updown-5m-1778810400,btc-updown-5m-1778810400,"Bitcoin Up or Down - May 14, 10:00PM-10:05PM ET"
12,raw:770e3ba24d169a0816249ce4798bd255a6595159,2026-05-15T02:00:24+00:00,1778810424,btc-updown-5m-1778810400 | btc-updown-5m-1778810400,10:00-10:05 PM ET,05:00-05:05 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.29,5.0,1.45,12,12,0,0,52.518907,124.364506,112.254506,12.11,12.11,btc-updown-5m-1778810400,btc-updown-5m-1778810400,"Bitcoin Up or Down - May 14, 10:00PM-10:05PM ET"
13,raw:c96a5f2301ead127d3916c432fc6d06d18532dd9,2026-05-15T02:00:24+00:00,1778810424,btc-updown-5m-1778810400 | btc-updown-5m-1778810400,10:00-10:05 PM ET,05:00-05:05 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.29,32.69,9.4801,13,13,0,0,61.999007,157.054506,144.944506,12.11,12.11,btc-updown-5m-1778810400,btc-updown-5m-1778810400,"Bitcoin Up or Down - May 14, 10:00PM-10:05PM ET"
14,raw:ce9a2887e630458892337aad70fc5bb92cb01d98,2026-05-15T02:00:24+00:00,1778810424,btc-updown-5m-1778810400 | btc-updown-5m-1778810400,10:00-10:05 PM ET,05:00-05:05 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.2900000943671358,2.225351,0.645352,14,14,0,0,62.644359,159.279857,147.169857,12.11,12.11,btc-updown-5m-1778810400,btc-updown-5m-1778810400,"Bitcoin Up or Down - May 14, 10:00PM-10:05PM ET"
15,raw:dcad585ad8cc3bf68d22f8ce9b3be990b71d8870,2026-05-15T02:00:24+00:00,1778810424,btc-updown-5m-1778810400 | btc-updown-5m-1778810400,10:00-10:05 PM ET,05:00-05:05 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.29000005680010904,1.408448,0.40845,15,15,0,0,63.052809,160.688305,148.578305,12.11,12.11,btc-updown-5m-1778810400,btc-updown-5m-1778810400,"Bitcoin Up or Down - May 14, 10:00PM-10:05PM ET"
16,raw:ffdafed413479c156e794e43593d3d606d65d0ed,2026-05-15T02:00:24+00:00,1778810424,btc-updown-5m-1778810400 | btc-updown-5m-1778810400,10:00-10:05 PM ET,05:00-05:05 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.29000005680010904,1.408448,0.40845,16,16,0,0,63.461259,162.096753,149.986753,12.11,12.11,btc-updown-5m-1778810400,btc-updown-5m-1778810400,"Bitcoin Up or Down - May 14, 10:00PM-10:05PM ET"
17,raw:88556c203d138c4d36f57516dd89dddf63f48625,2026-05-15T02:00:33+00:00,1778810433,btc-updown-5m-1778810400 | btc-updown-5m-1778810400,10:00-10:05 PM ET,05:00-05:05 Europe/Kyiv,33,267,BUY,TRADE,Up,BUY,0.2700000127444221,3.923285,1.059287,17,17,0,0,64.520546,166.020038,153.910038,12.11,12.11,btc-updown-5m-1778810400,btc-updown-5m-1778810400,"Bitcoin Up or Down - May 14, 10:00PM-10:05PM ET"
18,raw:b11c9e6e28f3780cbd629648becb5886480fd6f1,2026-05-15T02:00:33+00:00,1778810433,btc-updown-5m-1778810400 | btc-updown-5m-1778810400,10:00-10:05 PM ET,05:00-05:05 Europe/Kyiv,33,267,BUY,TRADE,Up,BUY,0.27,31.82,8.5914,18,18,0,0,73.111946,197.840038,185.730038,12.11,12.11,btc-updown-5m-1778810400,btc-updown-5m-1778810400,"Bitcoin Up or Down - May 14, 10:00PM-10:05PM ET"
