seq,external_id,timestamp,unix_ts,window_key,window_et_label,window_local_label,sec_from_window_start,sec_to_window_end,action_class,activity_type,outcome,side,price,size,amount_usd,cum_events,cum_buy,cum_sell,cum_merge,cum_usd,cum_size,cum_up_shares,cum_down_shares,cum_pairs_min,market_slug,event_slug,title
1,raw:093eeff29e03d3fc65581af28bd259a617692b40,2026-05-15T00:40:12+00:00,1778805612,btc-updown-5m-1778805600 | btc-updown-5m-1778805600,8:40-8:45 PM ET,03:40-03:45 Europe/Kyiv,12,288,BUY,TRADE,Up,BUY,0.4,10.0,4.0,1,1,0,0,4.0,10.0,10.0,0.0,0.0,btc-updown-5m-1778805600,btc-updown-5m-1778805600,"Bitcoin Up or Down - May 14, 8:40PM-8:45PM ET"
2,raw:40ecbd202fbb175d33f855efa80366dd35056300,2026-05-15T00:40:12+00:00,1778805612,btc-updown-5m-1778805600 | btc-updown-5m-1778805600,8:40-8:45 PM ET,03:40-03:45 Europe/Kyiv,12,288,BUY,TRADE,Up,BUY,0.38,23.81,9.0478,2,2,0,0,13.0478,33.81,33.81,0.0,0.0,btc-updown-5m-1778805600,btc-updown-5m-1778805600,"Bitcoin Up or Down - May 14, 8:40PM-8:45PM ET"
3,raw:5ccd6abe6afc01d2a5cf4743f80ea35050c7b3f2,2026-05-15T00:40:12+00:00,1778805612,btc-updown-5m-1778805600 | btc-updown-5m-1778805600,8:40-8:45 PM ET,03:40-03:45 Europe/Kyiv,12,288,BUY,TRADE,Up,BUY,0.4,12.67,5.068,3,3,0,0,18.1158,46.48,46.48,0.0,0.0,btc-updown-5m-1778805600,btc-updown-5m-1778805600,"Bitcoin Up or Down - May 14, 8:40PM-8:45PM ET"
4,raw:60f332507ee46e08f1f9f056a78ed52a0eaec768,2026-05-15T00:40:12+00:00,1778805612,btc-updown-5m-1778805600 | btc-updown-5m-1778805600,8:40-8:45 PM ET,03:40-03:45 Europe/Kyiv,12,288,BUY,TRADE,Up,BUY,0.3800000021527781,9.290321,3.530322,4,4,0,0,21.646122,55.770321,55.770321,0.0,0.0,btc-updown-5m-1778805600,btc-updown-5m-1778805600,"Bitcoin Up or Down - May 14, 8:40PM-8:45PM ET"
5,raw:643b6bb61750a6ae482954441650012141a58083,2026-05-15T00:40:12+00:00,1778805612,btc-updown-5m-1778805600 | btc-updown-5m-1778805600,8:40-8:45 PM ET,03:40-03:45 Europe/Kyiv,12,288,BUY,TRADE,Up,BUY,0.4,17.73,7.092,5,5,0,0,28.738122,73.500321,73.500321,0.0,0.0,btc-updown-5m-1778805600,btc-updown-5m-1778805600,"Bitcoin Up or Down - May 14, 8:40PM-8:45PM ET"
6,raw:7c16659d56971952015cce132ff4519976d12772,2026-05-15T00:40:12+00:00,1778805612,btc-updown-5m-1778805600 | btc-updown-5m-1778805600,8:40-8:45 PM ET,03:40-03:45 Europe/Kyiv,12,288,BUY,TRADE,Up,BUY,0.38,16.89,6.4182,6,6,0,0,35.156322,90.390321,90.390321,0.0,0.0,btc-updown-5m-1778805600,btc-updown-5m-1778805600,"Bitcoin Up or Down - May 14, 8:40PM-8:45PM ET"
7,raw:973768650e8a99d1f1be6dd23a895aa4a8aef633,2026-05-15T00:40:12+00:00,1778805612,btc-updown-5m-1778805600 | btc-updown-5m-1778805600,8:40-8:45 PM ET,03:40-03:45 Europe/Kyiv,12,288,BUY,TRADE,Up,BUY,0.41,17.56,7.1996,7,7,0,0,42.355922,107.950321,107.950321,0.0,0.0,btc-updown-5m-1778805600,btc-updown-5m-1778805600,"Bitcoin Up or Down - May 14, 8:40PM-8:45PM ET"
8,raw:de95908315be90de93be26320b89f714fa377d2a,2026-05-15T00:40:12+00:00,1778805612,btc-updown-5m-1778805600 | btc-updown-5m-1778805600,8:40-8:45 PM ET,03:40-03:45 Europe/Kyiv,12,288,BUY,TRADE,Up,BUY,0.41,32.44,13.3004,8,8,0,0,55.656322,140.390321,140.390321,0.0,0.0,btc-updown-5m-1778805600,btc-updown-5m-1778805600,"Bitcoin Up or Down - May 14, 8:40PM-8:45PM ET"
9,raw:dec26222f72bc4affd085df0325cb509268165c4,2026-05-15T00:40:12+00:00,1778805612,btc-updown-5m-1778805600 | btc-updown-5m-1778805600,8:40-8:45 PM ET,03:40-03:45 Europe/Kyiv,12,288,BUY,TRADE,Up,BUY,0.4,9.6,3.84,9,9,0,0,59.496322,149.990321,149.990321,0.0,0.0,btc-updown-5m-1778805600,btc-updown-5m-1778805600,"Bitcoin Up or Down - May 14, 8:40PM-8:45PM ET"
10,raw:063f593e58badbd8795e3a76030704b286830d63,2026-05-15T00:40:14+00:00,1778805614,btc-updown-5m-1778805600 | btc-updown-5m-1778805600,8:40-8:45 PM ET,03:40-03:45 Europe/Kyiv,14,286,BUY,TRADE,Up,BUY,0.36,11.98,4.3128,10,10,0,0,63.809122,161.970321,161.970321,0.0,0.0,btc-updown-5m-1778805600,btc-updown-5m-1778805600,"Bitcoin Up or Down - May 14, 8:40PM-8:45PM ET"
