seq,external_id,timestamp,unix_ts,window_key,window_et_label,window_local_label,sec_from_window_start,sec_to_window_end,action_class,activity_type,outcome,side,price,size,amount_usd,cum_events,cum_buy,cum_sell,cum_merge,cum_usd,cum_size,cum_up_shares,cum_down_shares,cum_pairs_min,market_slug,event_slug,title
1,raw:41a2f6128b6d0b5486ce2db3202d5bfde1f0602b,2026-05-15T03:35:17+00:00,1778816117,btc-updown-5m-1778816100 | btc-updown-5m-1778816100,11:35-11:40 PM ET,06:35-06:40 Europe/Kyiv,17,283,BUY,TRADE,Down,BUY,0.38,50.0,19.0,1,1,0,0,19.0,50.0,0.0,50.0,0.0,btc-updown-5m-1778816100,btc-updown-5m-1778816100,"Bitcoin Up or Down - May 14, 11:35PM-11:40PM ET"
2,raw:62c52cc0fb72e5f443ea4be83169322a60b1d9c3,2026-05-15T03:35:17+00:00,1778816117,btc-updown-5m-1778816100 | btc-updown-5m-1778816100,11:35-11:40 PM ET,06:35-06:40 Europe/Kyiv,17,283,BUY,TRADE,Down,BUY,0.39,12.89,5.0271,2,2,0,0,24.0271,62.89,0.0,62.89,0.0,btc-updown-5m-1778816100,btc-updown-5m-1778816100,"Bitcoin Up or Down - May 14, 11:35PM-11:40PM ET"
3,raw:7958fde66f3b605cca0918d228648e361932c2f9,2026-05-15T03:35:17+00:00,1778816117,btc-updown-5m-1778816100 | btc-updown-5m-1778816100,11:35-11:40 PM ET,06:35-06:40 Europe/Kyiv,17,283,BUY,TRADE,Down,BUY,0.39,5.0,1.95,3,3,0,0,25.9771,67.89,0.0,67.89,0.0,btc-updown-5m-1778816100,btc-updown-5m-1778816100,"Bitcoin Up or Down - May 14, 11:35PM-11:40PM ET"
4,raw:93e883cdab904726fd0aad15fdd8a7fb08c31915,2026-05-15T03:35:17+00:00,1778816117,btc-updown-5m-1778816100 | btc-updown-5m-1778816100,11:35-11:40 PM ET,06:35-06:40 Europe/Kyiv,17,283,BUY,TRADE,Down,BUY,0.39,4.11,1.6029,4,4,0,0,27.58,72.0,0.0,72.0,0.0,btc-updown-5m-1778816100,btc-updown-5m-1778816100,"Bitcoin Up or Down - May 14, 11:35PM-11:40PM ET"
5,raw:bbef387aa834e264843834a4d0a9e771c9f1c430,2026-05-15T03:35:17+00:00,1778816117,btc-updown-5m-1778816100 | btc-updown-5m-1778816100,11:35-11:40 PM ET,06:35-06:40 Europe/Kyiv,17,283,BUY,TRADE,Down,BUY,0.3700000028000012,3.571427,1.321428,5,5,0,0,28.901428,75.571427,0.0,75.571427,0.0,btc-updown-5m-1778816100,btc-updown-5m-1778816100,"Bitcoin Up or Down - May 14, 11:35PM-11:40PM ET"
6,raw:cfd42d5faee5e59e8dbb6ec4f53689897d97a86c,2026-05-15T03:35:17+00:00,1778816117,btc-updown-5m-1778816100 | btc-updown-5m-1778816100,11:35-11:40 PM ET,06:35-06:40 Europe/Kyiv,17,283,BUY,TRADE,Down,BUY,0.39,15.0,5.85,6,6,0,0,34.751428,90.571427,0.0,90.571427,0.0,btc-updown-5m-1778816100,btc-updown-5m-1778816100,"Bitcoin Up or Down - May 14, 11:35PM-11:40PM ET"
7,raw:d88ec1259a7c2994bf1955255c81fae450fa178d,2026-05-15T03:35:17+00:00,1778816117,btc-updown-5m-1778816100 | btc-updown-5m-1778816100,11:35-11:40 PM ET,06:35-06:40 Europe/Kyiv,17,283,BUY,TRADE,Down,BUY,0.39,13.0,5.07,7,7,0,0,39.821428,103.571427,0.0,103.571427,0.0,btc-updown-5m-1778816100,btc-updown-5m-1778816100,"Bitcoin Up or Down - May 14, 11:35PM-11:40PM ET"
8,raw:1faf9547839cc715596fcdae08d5afc41fbbd400,2026-05-15T03:35:19+00:00,1778816119,btc-updown-5m-1778816100 | btc-updown-5m-1778816100,11:35-11:40 PM ET,06:35-06:40 Europe/Kyiv,19,281,BUY,TRADE,Up,BUY,0.56,10.0,5.6,8,8,0,0,45.421428,113.571427,10.0,103.571427,10.0,btc-updown-5m-1778816100,btc-updown-5m-1778816100,"Bitcoin Up or Down - May 14, 11:35PM-11:40PM ET"
9,raw:4ee8a46d96806f21d8440adaacdb1024f5cac102,2026-05-15T03:35:19+00:00,1778816119,btc-updown-5m-1778816100 | btc-updown-5m-1778816100,11:35-11:40 PM ET,06:35-06:40 Europe/Kyiv,19,281,BUY,TRADE,Up,BUY,0.56,6.76,3.7856,9,9,0,0,49.207028,120.331427,16.76,103.571427,16.76,btc-updown-5m-1778816100,btc-updown-5m-1778816100,"Bitcoin Up or Down - May 14, 11:35PM-11:40PM ET"
10,raw:585321af4679dadd47e4599921650590b21520b6,2026-05-15T03:35:19+00:00,1778816119,btc-updown-5m-1778816100 | btc-updown-5m-1778816100,11:35-11:40 PM ET,06:35-06:40 Europe/Kyiv,19,281,BUY,TRADE,Up,BUY,0.56,20.01,11.2056,10,10,0,0,60.412628,140.341427,36.77,103.571427,36.77,btc-updown-5m-1778816100,btc-updown-5m-1778816100,"Bitcoin Up or Down - May 14, 11:35PM-11:40PM ET"
