seq,external_id,timestamp,unix_ts,window_key,window_et_label,window_local_label,sec_from_window_start,sec_to_window_end,action_class,activity_type,outcome,side,price,size,amount_usd,cum_events,cum_buy,cum_sell,cum_merge,cum_usd,cum_size,cum_up_shares,cum_down_shares,cum_pairs_min,market_slug,event_slug,title
1,raw:f6ea49bc337653a33443a1cbb02f6fd1b50df9c4,2026-05-15T04:20:09+00:00,1778818809,btc-updown-5m-1778818800 | btc-updown-5m-1778818800,12:20-12:25 AM ET,07:20-07:25 Europe/Kyiv,9,291,BUY,TRADE,Up,BUY,0.5,0.98,0.49,1,1,0,0,0.49,0.98,0.98,0.0,0.0,btc-updown-5m-1778818800,btc-updown-5m-1778818800,"Bitcoin Up or Down - May 15, 12:20AM-12:25AM ET"
2,raw:fef553b74cd521d8c4b3b655f53a987e69407584,2026-05-15T04:20:10+00:00,1778818810,btc-updown-5m-1778818800 | btc-updown-5m-1778818800,12:20-12:25 AM ET,07:20-07:25 Europe/Kyiv,10,290,BUY,TRADE,Up,BUY,0.52,10.375,5.395,2,2,0,0,5.885,11.355,11.355,0.0,0.0,btc-updown-5m-1778818800,btc-updown-5m-1778818800,"Bitcoin Up or Down - May 15, 12:20AM-12:25AM ET"
3,raw:09547fae4e5aecebeb5b1570badc69e1847daf16,2026-05-15T04:20:14+00:00,1778818814,btc-updown-5m-1778818800 | btc-updown-5m-1778818800,12:20-12:25 AM ET,07:20-07:25 Europe/Kyiv,14,286,BUY,TRADE,Up,BUY,0.52,10.0,5.2,3,3,0,0,11.085,21.355,21.355,0.0,0.0,btc-updown-5m-1778818800,btc-updown-5m-1778818800,"Bitcoin Up or Down - May 15, 12:20AM-12:25AM ET"
4,raw:c098329257c756de18061c0316f4c58141c3beb7,2026-05-15T04:20:14+00:00,1778818814,btc-updown-5m-1778818800 | btc-updown-5m-1778818800,12:20-12:25 AM ET,07:20-07:25 Europe/Kyiv,14,286,BUY,TRADE,Up,BUY,0.52,10.0,5.2,4,4,0,0,16.285,31.355,31.355,0.0,0.0,btc-updown-5m-1778818800,btc-updown-5m-1778818800,"Bitcoin Up or Down - May 15, 12:20AM-12:25AM ET"
5,raw:2d9da0e36d1e4d74584714d3ae0c74f3927b79fa,2026-05-15T04:20:16+00:00,1778818816,btc-updown-5m-1778818800 | btc-updown-5m-1778818800,12:20-12:25 AM ET,07:20-07:25 Europe/Kyiv,16,284,BUY,TRADE,Up,BUY,0.5200000480000192,4.166665,2.166666,5,5,0,0,18.451666,35.521665,35.521665,0.0,0.0,btc-updown-5m-1778818800,btc-updown-5m-1778818800,"Bitcoin Up or Down - May 15, 12:20AM-12:25AM ET"
6,raw:42123b887dfae51ee6eaf3f5d9c06345380f8ffc,2026-05-15T04:20:16+00:00,1778818816,btc-updown-5m-1778818800 | btc-updown-5m-1778818800,12:20-12:25 AM ET,07:20-07:25 Europe/Kyiv,16,284,BUY,TRADE,Up,BUY,0.5200001728001106,2.083332,1.083333,6,6,0,0,19.534999,37.604997,37.604997,0.0,0.0,btc-updown-5m-1778818800,btc-updown-5m-1778818800,"Bitcoin Up or Down - May 15, 12:20AM-12:25AM ET"
7,raw:8470206cb8413fbaac537ca5680303a081d2d579,2026-05-15T04:20:16+00:00,1778818816,btc-updown-5m-1778818800 | btc-updown-5m-1778818800,12:20-12:25 AM ET,07:20-07:25 Europe/Kyiv,16,284,BUY,TRADE,Up,BUY,0.52,5.0,2.6,7,7,0,0,22.134999,42.604997,42.604997,0.0,0.0,btc-updown-5m-1778818800,btc-updown-5m-1778818800,"Bitcoin Up or Down - May 15, 12:20AM-12:25AM ET"
8,raw:0c397a645bd3540dd3489497f8a643ef806741e6,2026-05-15T04:20:19+00:00,1778818819,btc-updown-5m-1778818800 | btc-updown-5m-1778818800,12:20-12:25 AM ET,07:20-07:25 Europe/Kyiv,19,281,BUY,TRADE,Up,BUY,0.5300001222000904,2.127658,1.127659,8,8,0,0,23.262658,44.732655,44.732655,0.0,0.0,btc-updown-5m-1778818800,btc-updown-5m-1778818800,"Bitcoin Up or Down - May 15, 12:20AM-12:25AM ET"
9,raw:d093ffb61b1ac230efa400bd54aa9810f61e3a20,2026-05-15T04:20:19+00:00,1778818819,btc-updown-5m-1778818800 | btc-updown-5m-1778818800,12:20-12:25 AM ET,07:20-07:25 Europe/Kyiv,19,281,BUY,TRADE,Up,BUY,0.53,6.0,3.18,9,9,0,0,26.442658,50.732655,50.732655,0.0,0.0,btc-updown-5m-1778818800,btc-updown-5m-1778818800,"Bitcoin Up or Down - May 15, 12:20AM-12:25AM ET"
10,raw:3225a73cbab3c85d3f773896e4ce2300de8bee6e,2026-05-15T04:20:21+00:00,1778818821,btc-updown-5m-1778818800 | btc-updown-5m-1778818800,12:20-12:25 AM ET,07:20-07:25 Europe/Kyiv,21,279,BUY,TRADE,Up,BUY,0.53,3.0,1.59,10,10,0,0,28.032658,53.732655,53.732655,0.0,0.0,btc-updown-5m-1778818800,btc-updown-5m-1778818800,"Bitcoin Up or Down - May 15, 12:20AM-12:25AM ET"
11,raw:1324cead286404b00aea843ceb233f41671e1f19,2026-05-15T04:20:23+00:00,1778818823,btc-updown-5m-1778818800 | btc-updown-5m-1778818800,12:20-12:25 AM ET,07:20-07:25 Europe/Kyiv,23,277,BUY,TRADE,Up,BUY,0.53,28.23,14.9619,11,11,0,0,42.994558,81.962655,81.962655,0.0,0.0,btc-updown-5m-1778818800,btc-updown-5m-1778818800,"Bitcoin Up or Down - May 15, 12:20AM-12:25AM ET"
12,raw:f6c109202a917f49caf967c16a557d46241f6c58,2026-05-15T04:20:23+00:00,1778818823,btc-updown-5m-1778818800 | btc-updown-5m-1778818800,12:20-12:25 AM ET,07:20-07:25 Europe/Kyiv,23,277,BUY,TRADE,Up,BUY,0.530000011280002,10.638296,5.638297,12,12,0,0,48.632855,92.600951,92.600951,0.0,0.0,btc-updown-5m-1778818800,btc-updown-5m-1778818800,"Bitcoin Up or Down - May 15, 12:20AM-12:25AM ET"
13,raw:1a0003f236fe816cc3070a95b77afcf56274dad1,2026-05-15T04:20:24+00:00,1778818824,btc-updown-5m-1778818800 | btc-updown-5m-1778818800,12:20-12:25 AM ET,07:20-07:25 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.39,5.0,1.95,13,13,0,0,50.582855,97.600951,97.600951,0.0,0.0,btc-updown-5m-1778818800,btc-updown-5m-1778818800,"Bitcoin Up or Down - May 15, 12:20AM-12:25AM ET"
14,raw:205c22959243c152dc96d3ebd24ab0bb26204a32,2026-05-15T04:20:24+00:00,1778818824,btc-updown-5m-1778818800 | btc-updown-5m-1778818800,12:20-12:25 AM ET,07:20-07:25 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.39000000531112294,5.648523,2.202924,14,14,0,0,52.785779,103.249474,103.249474,0.0,0.0,btc-updown-5m-1778818800,btc-updown-5m-1778818800,"Bitcoin Up or Down - May 15, 12:20AM-12:25AM ET"
