seq,external_id,timestamp,unix_ts,window_key,window_et_label,window_local_label,sec_from_window_start,sec_to_window_end,action_class,activity_type,outcome,side,price,size,amount_usd,cum_events,cum_buy,cum_sell,cum_merge,cum_usd,cum_size,cum_up_shares,cum_down_shares,cum_pairs_min,market_slug,event_slug,title
1,raw:242becbd4ed33e3cf6d448b5997504764a06cf0d,2026-05-15T03:55:07+00:00,1778817307,btc-updown-5m-1778817300 | btc-updown-5m-1778817300,11:55-12:00 AM ET,06:55-07:00 Europe/Kyiv,7,293,BUY,TRADE,Up,BUY,0.47,2.6,1.222,1,1,0,0,1.222,2.6,2.6,0.0,0.0,btc-updown-5m-1778817300,btc-updown-5m-1778817300,"Bitcoin Up or Down - May 14, 11:55PM-12:00AM ET"
2,raw:6eb934996f82c54f5c2b54395130fa7cb1daa78a,2026-05-15T03:55:07+00:00,1778817307,btc-updown-5m-1778817300 | btc-updown-5m-1778817300,11:55-12:00 AM ET,06:55-07:00 Europe/Kyiv,7,293,BUY,TRADE,Up,BUY,0.47,5.0,2.35,2,2,0,0,3.572,7.6,7.6,0.0,0.0,btc-updown-5m-1778817300,btc-updown-5m-1778817300,"Bitcoin Up or Down - May 14, 11:55PM-12:00AM ET"
3,raw:9eb775fc8f32bef546732326aa941530e8c5de46,2026-05-15T03:55:07+00:00,1778817307,btc-updown-5m-1778817300 | btc-updown-5m-1778817300,11:55-12:00 AM ET,06:55-07:00 Europe/Kyiv,7,293,BUY,TRADE,Up,BUY,0.47,7.5,3.525,3,3,0,0,7.097,15.1,15.1,0.0,0.0,btc-updown-5m-1778817300,btc-updown-5m-1778817300,"Bitcoin Up or Down - May 14, 11:55PM-12:00AM ET"
4,raw:bfefa117e2d02c057e10dcedc7887e61d30db506,2026-05-15T03:55:07+00:00,1778817307,btc-updown-5m-1778817300 | btc-updown-5m-1778817300,11:55-12:00 AM ET,06:55-07:00 Europe/Kyiv,7,293,BUY,TRADE,Up,BUY,0.4700000157290328,29.245282,13.745283,4,4,0,0,20.842283,44.345282,44.345282,0.0,0.0,btc-updown-5m-1778817300,btc-updown-5m-1778817300,"Bitcoin Up or Down - May 14, 11:55PM-12:00AM ET"
5,raw:effeaafbe7392b1a59a501336ea6c2dc599f21da,2026-05-15T03:55:07+00:00,1778817307,btc-updown-5m-1778817300 | btc-updown-5m-1778817300,11:55-12:00 AM ET,06:55-07:00 Europe/Kyiv,7,293,BUY,TRADE,Up,BUY,0.47,5.65,2.6555,5,5,0,0,23.497783,49.995282,49.995282,0.0,0.0,btc-updown-5m-1778817300,btc-updown-5m-1778817300,"Bitcoin Up or Down - May 14, 11:55PM-12:00AM ET"
6,raw:8cf1124381e213b6465f62d2aa114d6f50717b71,2026-05-15T03:55:11+00:00,1778817311,btc-updown-5m-1778817300 | btc-updown-5m-1778817300,11:55-12:00 AM ET,06:55-07:00 Europe/Kyiv,11,289,BUY,TRADE,Up,BUY,0.4700000698527413,6.585282,3.095083,6,6,0,0,26.592866,56.580564,56.580564,0.0,0.0,btc-updown-5m-1778817300,btc-updown-5m-1778817300,"Bitcoin Up or Down - May 14, 11:55PM-12:00AM ET"
7,raw:1cf8e4e2aa91c67eb9eb368f7bdc99f592b0b1d8,2026-05-15T03:55:12+00:00,1778817312,btc-updown-5m-1778817300 | btc-updown-5m-1778817300,11:55-12:00 AM ET,06:55-07:00 Europe/Kyiv,12,288,BUY,TRADE,Up,BUY,0.47,8.72,4.0984,7,7,0,0,30.691266,65.300564,65.300564,0.0,0.0,btc-updown-5m-1778817300,btc-updown-5m-1778817300,"Bitcoin Up or Down - May 14, 11:55PM-12:00AM ET"
8,raw:1eef17ad64cf25c18872b0ff3c8ac5686ddf615c,2026-05-15T03:55:12+00:00,1778817312,btc-updown-5m-1778817300 | btc-updown-5m-1778817300,11:55-12:00 AM ET,06:55-07:00 Europe/Kyiv,12,288,BUY,TRADE,Down,BUY,0.47,3.73,1.7531,8,8,0,0,32.444366,69.030564,65.300564,3.73,3.73,btc-updown-5m-1778817300,btc-updown-5m-1778817300,"Bitcoin Up or Down - May 14, 11:55PM-12:00AM ET"
9,raw:2a9729815168f9ee31f5d1068907aab24ad15579,2026-05-15T03:55:12+00:00,1778817312,btc-updown-5m-1778817300 | btc-updown-5m-1778817300,11:55-12:00 AM ET,06:55-07:00 Europe/Kyiv,12,288,BUY,TRADE,Down,BUY,0.4700000288266312,15.610565,7.336966,9,9,0,0,39.781332,84.641129,65.300564,19.340565,19.340565,btc-updown-5m-1778817300,btc-updown-5m-1778817300,"Bitcoin Up or Down - May 14, 11:55PM-12:00AM ET"
10,raw:64c2f92f0c3b9137142e7f126d34d79f9e6d3ff1,2026-05-15T03:55:12+00:00,1778817312,btc-updown-5m-1778817300 | btc-updown-5m-1778817300,11:55-12:00 AM ET,06:55-07:00 Europe/Kyiv,12,288,BUY,TRADE,Down,BUY,0.48,43.09,20.6832,10,10,0,0,60.464532,127.731129,65.300564,62.430565,62.430565,btc-updown-5m-1778817300,btc-updown-5m-1778817300,"Bitcoin Up or Down - May 14, 11:55PM-12:00AM ET"
