seq,external_id,timestamp,unix_ts,window_key,window_et_label,window_local_label,sec_from_window_start,sec_to_window_end,action_class,activity_type,outcome,side,price,size,amount_usd,cum_events,cum_buy,cum_sell,cum_merge,cum_usd,cum_size,cum_up_shares,cum_down_shares,cum_pairs_min,market_slug,event_slug,title
1,raw:42635c7f24d06f20cac865d76952cb61392fa92b,2026-05-15T00:05:19+00:00,1778803519,btc-updown-5m-1778803500 | btc-updown-5m-1778803500,8:05-8:10 PM ET,03:05-03:10 Europe/Kyiv,19,281,BUY,TRADE,Up,BUY,0.7000008780504937,0.683332,0.478333,1,1,0,0,0.478333,0.683332,0.683332,0.0,0.0,btc-updown-5m-1778803500,btc-updown-5m-1778803500,"Bitcoin Up or Down - May 14, 8:05PM-8:10PM ET"
2,raw:826c911e5d710ab294d75db1ec50aadee3bf1c6d,2026-05-15T00:05:19+00:00,1778803519,btc-updown-5m-1778803500 | btc-updown-5m-1778803500,8:05-8:10 PM ET,03:05-03:10 Europe/Kyiv,19,281,BUY,TRADE,Up,BUY,0.7000000962567051,6.233332,4.363333,2,2,0,0,4.841666,6.916664,6.916664,0.0,0.0,btc-updown-5m-1778803500,btc-updown-5m-1778803500,"Bitcoin Up or Down - May 14, 8:05PM-8:10PM ET"
3,raw:e8436aa167228971a1c39d00d7be2564fb0c873d,2026-05-15T00:05:19+00:00,1778803519,btc-updown-5m-1778803500 | btc-updown-5m-1778803500,8:05-8:10 PM ET,03:05-03:10 Europe/Kyiv,19,281,BUY,TRADE,Up,BUY,0.7000000750000187,6.666665,4.666666,3,3,0,0,9.508332,13.583329,13.583329,0.0,0.0,btc-updown-5m-1778803500,btc-updown-5m-1778803500,"Bitcoin Up or Down - May 14, 8:05PM-8:10PM ET"
4,raw:24bc6226464380e6ab58772e195e2347d1109bfa,2026-05-15T00:05:21+00:00,1778803521,btc-updown-5m-1778803500 | btc-updown-5m-1778803500,8:05-8:10 PM ET,03:05-03:10 Europe/Kyiv,21,279,BUY,TRADE,Up,BUY,0.7000000750000187,6.666665,4.666666,4,4,0,0,14.174998,20.249994,20.249994,0.0,0.0,btc-updown-5m-1778803500,btc-updown-5m-1778803500,"Bitcoin Up or Down - May 14, 8:05PM-8:10PM ET"
5,raw:6917ff809da3a9f85f9a2a0f90601598ef79fdc8,2026-05-15T00:05:21+00:00,1778803521,btc-updown-5m-1778803500 | btc-updown-5m-1778803500,8:05-8:10 PM ET,03:05-03:10 Europe/Kyiv,21,279,BUY,TRADE,Up,BUY,0.7,0.11,0.077,5,5,0,0,14.251998,20.359994,20.359994,0.0,0.0,btc-updown-5m-1778803500,btc-updown-5m-1778803500,"Bitcoin Up or Down - May 14, 8:05PM-8:10PM ET"
6,raw:6fbf6f3298b5cd4f18f0be3debfb600653aa8e56,2026-05-15T00:05:21+00:00,1778803521,btc-updown-5m-1778803500 | btc-updown-5m-1778803500,8:05-8:10 PM ET,03:05-03:10 Europe/Kyiv,21,279,BUY,TRADE,Up,BUY,0.7000001125000281,5.333332,3.733333,6,6,0,0,17.985331,25.693326,25.693326,0.0,0.0,btc-updown-5m-1778803500,btc-updown-5m-1778803500,"Bitcoin Up or Down - May 14, 8:05PM-8:10PM ET"
7,raw:80803d99ad90b4230972622d652c84636a03c3de,2026-05-15T00:05:21+00:00,1778803521,btc-updown-5m-1778803500 | btc-updown-5m-1778803500,8:05-8:10 PM ET,03:05-03:10 Europe/Kyiv,21,279,BUY,TRADE,Up,BUY,0.700000030000003,16.666665,11.666666,7,7,0,0,29.651997,42.359991,42.359991,0.0,0.0,btc-updown-5m-1778803500,btc-updown-5m-1778803500,"Bitcoin Up or Down - May 14, 8:05PM-8:10PM ET"
8,raw:f35658260f550dfd6cf5e7c70fd65006cbac1770,2026-05-15T00:05:21+00:00,1778803521,btc-updown-5m-1778803500 | btc-updown-5m-1778803500,8:05-8:10 PM ET,03:05-03:10 Europe/Kyiv,21,279,BUY,TRADE,Up,BUY,0.7000000750000187,6.666665,4.666666,8,8,0,0,34.318663,49.026656,49.026656,0.0,0.0,btc-updown-5m-1778803500,btc-updown-5m-1778803500,"Bitcoin Up or Down - May 14, 8:05PM-8:10PM ET"
9,raw:6f5b43b10e6ac7a1181dffc700801e15234c0cc5,2026-05-15T00:05:22+00:00,1778803522,btc-updown-5m-1778803500 | btc-updown-5m-1778803500,8:05-8:10 PM ET,03:05-03:10 Europe/Kyiv,22,278,BUY,TRADE,Up,BUY,0.6900003883093013,1.54516,1.066161,9,9,0,0,35.384824,50.571816,50.571816,0.0,0.0,btc-updown-5m-1778803500,btc-updown-5m-1778803500,"Bitcoin Up or Down - May 14, 8:05PM-8:10PM ET"
10,raw:8b3b0476f77ce4cf8f61a5d4964949331bf9a2be,2026-05-15T00:05:22+00:00,1778803522,btc-updown-5m-1778803500 | btc-updown-5m-1778803500,8:05-8:10 PM ET,03:05-03:10 Europe/Kyiv,22,278,BUY,TRADE,Up,BUY,0.7,0.94,0.658,10,10,0,0,36.042824,51.511816,51.511816,0.0,0.0,btc-updown-5m-1778803500,btc-updown-5m-1778803500,"Bitcoin Up or Down - May 14, 8:05PM-8:10PM ET"
