seq,external_id,timestamp,unix_ts,window_key,window_et_label,window_local_label,sec_from_window_start,sec_to_window_end,action_class,activity_type,outcome,side,price,size,amount_usd,cum_events,cum_buy,cum_sell,cum_merge,cum_usd,cum_size,cum_up_shares,cum_down_shares,cum_pairs_min,market_slug,event_slug,title
1,raw:08cf28153339d21e7fc1abcf68c1f59456615c16,2026-05-15T01:45:09+00:00,1778809509,btc-updown-5m-1778809500 | btc-updown-5m-1778809500,9:45-9:50 PM ET,04:45-04:50 Europe/Kyiv,9,291,BUY,TRADE,Up,BUY,0.53,15.0,7.95,1,1,0,0,7.95,15.0,15.0,0.0,0.0,btc-updown-5m-1778809500,btc-updown-5m-1778809500,"Bitcoin Up or Down - May 14, 9:45PM-9:50PM ET"
2,raw:234e20024563c1fbe5961c29f5eb30bd531bede1,2026-05-15T01:45:09+00:00,1778809509,btc-updown-5m-1778809500 | btc-updown-5m-1778809500,9:45-9:50 PM ET,04:45-04:50 Europe/Kyiv,9,291,BUY,TRADE,Up,BUY,0.53,18.86,9.9958,2,2,0,0,17.9458,33.86,33.86,0.0,0.0,btc-updown-5m-1778809500,btc-updown-5m-1778809500,"Bitcoin Up or Down - May 14, 9:45PM-9:50PM ET"
3,raw:82fab313601afe3b5876ec660144664d6790e545,2026-05-15T01:45:09+00:00,1778809509,btc-updown-5m-1778809500 | btc-updown-5m-1778809500,9:45-9:50 PM ET,04:45-04:50 Europe/Kyiv,9,291,BUY,TRADE,Up,BUY,0.53,10.0,5.3,3,3,0,0,23.2458,43.86,43.86,0.0,0.0,btc-updown-5m-1778809500,btc-updown-5m-1778809500,"Bitcoin Up or Down - May 14, 9:45PM-9:50PM ET"
4,raw:3017797f9ab1404325475b91b93311431cda5159,2026-05-15T01:45:11+00:00,1778809511,btc-updown-5m-1778809500 | btc-updown-5m-1778809500,9:45-9:50 PM ET,04:45-04:50 Europe/Kyiv,11,289,BUY,TRADE,Down,BUY,0.4600000345600047,9.259258,4.259259,4,4,0,0,27.505059,53.119258,43.86,9.259258,9.259258,btc-updown-5m-1778809500,btc-updown-5m-1778809500,"Bitcoin Up or Down - May 14, 9:45PM-9:50PM ET"
5,raw:61512bb8400af2ad8fba148b24400c2b966974c2,2026-05-15T01:45:11+00:00,1778809511,btc-updown-5m-1778809500 | btc-updown-5m-1778809500,9:45-9:50 PM ET,04:45-04:50 Europe/Kyiv,11,289,BUY,TRADE,Up,BUY,0.5300001222000904,2.127658,1.127659,5,5,0,0,28.632718,55.246916,45.987658,9.259258,9.259258,btc-updown-5m-1778809500,btc-updown-5m-1778809500,"Bitcoin Up or Down - May 14, 9:45PM-9:50PM ET"
6,raw:70ca1d12a639032217b6ae34e803bc8e0dd06435,2026-05-15T01:45:11+00:00,1778809511,btc-updown-5m-1778809500 | btc-updown-5m-1778809500,9:45-9:50 PM ET,04:45-04:50 Europe/Kyiv,11,289,BUY,TRADE,Down,BUY,0.4600000097200008,18.518517,8.518518,6,6,0,0,37.151236,73.765433,45.987658,27.777775,27.777775,btc-updown-5m-1778809500,btc-updown-5m-1778809500,"Bitcoin Up or Down - May 14, 9:45PM-9:50PM ET"
7,raw:da4f3e12fdd13f98e051c2f50d721723f65b5da6,2026-05-15T01:45:11+00:00,1778809511,btc-updown-5m-1778809500 | btc-updown-5m-1778809500,9:45-9:50 PM ET,04:45-04:50 Europe/Kyiv,11,289,BUY,TRADE,Up,BUY,0.53,4.01,2.1253,7,7,0,0,39.276536,77.775433,49.997658,27.777775,27.777775,btc-updown-5m-1778809500,btc-updown-5m-1778809500,"Bitcoin Up or Down - May 14, 9:45PM-9:50PM ET"
8,raw:e43f846cd477716e4cd8485478e42b2a0c0a05ff,2026-05-15T01:45:11+00:00,1778809511,btc-updown-5m-1778809500 | btc-updown-5m-1778809500,9:45-9:50 PM ET,04:45-04:50 Europe/Kyiv,11,289,BUY,TRADE,Down,BUY,0.4600000345600047,9.259258,4.259259,8,8,0,0,43.535795,87.034691,49.997658,37.037033,37.037033,btc-updown-5m-1778809500,btc-updown-5m-1778809500,"Bitcoin Up or Down - May 14, 9:45PM-9:50PM ET"
9,raw:98cbc659894eb7e14ee5f737722d6e9a417bce97,2026-05-15T01:45:13+00:00,1778809513,btc-updown-5m-1778809500 | btc-updown-5m-1778809500,9:45-9:50 PM ET,04:45-04:50 Europe/Kyiv,13,287,BUY,TRADE,Down,BUY,0.46,12.96,5.9616,9,9,0,0,49.497395,99.994691,49.997658,49.997033,49.997033,btc-updown-5m-1778809500,btc-updown-5m-1778809500,"Bitcoin Up or Down - May 14, 9:45PM-9:50PM ET"
10,raw:805a91854c5da6a2a1d64416599c144023263755,2026-05-15T01:45:20+00:00,1778809520,btc-updown-5m-1778809500 | btc-updown-5m-1778809500,9:45-9:50 PM ET,04:45-04:50 Europe/Kyiv,20,280,BUY,TRADE,Up,BUY,0.43,40.0,17.2,10,10,0,0,66.697395,139.994691,89.997658,49.997033,49.997033,btc-updown-5m-1778809500,btc-updown-5m-1778809500,"Bitcoin Up or Down - May 14, 9:45PM-9:50PM ET"
