seq,external_id,timestamp,unix_ts,window_key,window_et_label,window_local_label,sec_from_window_start,sec_to_window_end,action_class,activity_type,outcome,side,price,size,amount_usd,cum_events,cum_buy,cum_sell,cum_merge,cum_usd,cum_size,cum_up_shares,cum_down_shares,cum_pairs_min,market_slug,event_slug,title
1,raw:14df47be0a3a6bee912ff0aab7a2b4dbf9df3a62,2026-05-15T00:55:06+00:00,1778806506,btc-updown-5m-1778806500 | btc-updown-5m-1778806500,8:55-9:00 PM ET,03:55-04:00 Europe/Kyiv,6,294,BUY,TRADE,Up,BUY,0.5,50.0,25.0,1,1,0,0,25.0,50.0,50.0,0.0,0.0,btc-updown-5m-1778806500,btc-updown-5m-1778806500,"Bitcoin Up or Down - May 14, 8:55PM-9:00PM ET"
2,raw:349ddf97ed549ba9b7589d2842385c427f560a0d,2026-05-15T00:55:11+00:00,1778806511,btc-updown-5m-1778806500 | btc-updown-5m-1778806500,8:55-9:00 PM ET,03:55-04:00 Europe/Kyiv,11,289,BUY,TRADE,Up,BUY,0.5,9.75,4.875,2,2,0,0,29.875,59.75,59.75,0.0,0.0,btc-updown-5m-1778806500,btc-updown-5m-1778806500,"Bitcoin Up or Down - May 14, 8:55PM-9:00PM ET"
3,raw:547595f89d18ee303f14ff53b8850a02b5f8a33c,2026-05-15T00:55:11+00:00,1778806511,btc-updown-5m-1778806500 | btc-updown-5m-1778806500,8:55-9:00 PM ET,03:55-04:00 Europe/Kyiv,11,289,BUY,TRADE,Up,BUY,0.5,3.6,1.8,3,3,0,0,31.675,63.35,63.35,0.0,0.0,btc-updown-5m-1778806500,btc-updown-5m-1778806500,"Bitcoin Up or Down - May 14, 8:55PM-9:00PM ET"
4,raw:031bc0f9581b8f4770aaf14c5c0a61d0a3faabf2,2026-05-15T00:55:15+00:00,1778806515,btc-updown-5m-1778806500 | btc-updown-5m-1778806500,8:55-9:00 PM ET,03:55-04:00 Europe/Kyiv,15,285,BUY,TRADE,Up,BUY,0.49,50.0,24.5,4,4,0,0,56.175,113.35,113.35,0.0,0.0,btc-updown-5m-1778806500,btc-updown-5m-1778806500,"Bitcoin Up or Down - May 14, 8:55PM-9:00PM ET"
5,raw:27a8a2e84faa871be338eb3c2086c838be65a4ca,2026-05-15T00:55:15+00:00,1778806515,btc-updown-5m-1778806500 | btc-updown-5m-1778806500,8:55-9:00 PM ET,03:55-04:00 Europe/Kyiv,15,285,BUY,TRADE,Down,BUY,0.49,50.0,24.5,5,5,0,0,80.675,163.35,113.35,50.0,50.0,btc-updown-5m-1778806500,btc-updown-5m-1778806500,"Bitcoin Up or Down - May 14, 8:55PM-9:00PM ET"
6,raw:0a6bdb7b961c4e240f5d3055d78e886c1a5bc658,2026-05-15T00:55:20+00:00,1778806520,btc-updown-5m-1778806500 | btc-updown-5m-1778806500,8:55-9:00 PM ET,03:55-04:00 Europe/Kyiv,20,280,BUY,TRADE,Down,BUY,0.41,38.7,15.867,6,6,0,0,96.542,202.05,113.35,88.7,88.7,btc-updown-5m-1778806500,btc-updown-5m-1778806500,"Bitcoin Up or Down - May 14, 8:55PM-9:00PM ET"
7,raw:294299e2feea40c5a0935b8f98e6c26b17a476a0,2026-05-15T00:55:20+00:00,1778806520,btc-updown-5m-1778806500 | btc-updown-5m-1778806500,8:55-9:00 PM ET,03:55-04:00 Europe/Kyiv,20,280,BUY,TRADE,Down,BUY,0.4,10.0,4.0,7,7,0,0,100.542,212.05,113.35,98.7,98.7,btc-updown-5m-1778806500,btc-updown-5m-1778806500,"Bitcoin Up or Down - May 14, 8:55PM-9:00PM ET"
8,raw:301745dc3dfa8d5fd9ee7ef44c76408bacc10409,2026-05-15T00:55:20+00:00,1778806520,btc-updown-5m-1778806500 | btc-updown-5m-1778806500,8:55-9:00 PM ET,03:55-04:00 Europe/Kyiv,20,280,BUY,TRADE,Down,BUY,0.4,5.0,2.0,8,8,0,0,102.542,217.05,113.35,103.7,103.7,btc-updown-5m-1778806500,btc-updown-5m-1778806500,"Bitcoin Up or Down - May 14, 8:55PM-9:00PM ET"
9,raw:6e8856eec70257ad92786d2fab1f03468e161cca,2026-05-15T00:55:20+00:00,1778806520,btc-updown-5m-1778806500 | btc-updown-5m-1778806500,8:55-9:00 PM ET,03:55-04:00 Europe/Kyiv,20,280,BUY,TRADE,Down,BUY,0.4,4.25,1.7,9,9,0,0,104.242,221.3,113.35,107.95,107.95,btc-updown-5m-1778806500,btc-updown-5m-1778806500,"Bitcoin Up or Down - May 14, 8:55PM-9:00PM ET"
10,raw:c426e17647627e5d5b5273819586695baf858b8a,2026-05-15T00:55:20+00:00,1778806520,btc-updown-5m-1778806500 | btc-updown-5m-1778806500,8:55-9:00 PM ET,03:55-04:00 Europe/Kyiv,20,280,BUY,TRADE,Down,BUY,0.4,5.0,2.0,10,10,0,0,106.242,226.3,113.35,112.95,112.95,btc-updown-5m-1778806500,btc-updown-5m-1778806500,"Bitcoin Up or Down - May 14, 8:55PM-9:00PM ET"
11,raw:c9672f7aceaf2867752230c9e050b33dadc1dc40,2026-05-15T00:55:20+00:00,1778806520,btc-updown-5m-1778806500 | btc-updown-5m-1778806500,8:55-9:00 PM ET,03:55-04:00 Europe/Kyiv,20,280,BUY,TRADE,Down,BUY,0.41,11.3,4.633,11,11,0,0,110.875,237.6,113.35,124.25,113.35,btc-updown-5m-1778806500,btc-updown-5m-1778806500,"Bitcoin Up or Down - May 14, 8:55PM-9:00PM ET"
12,raw:f8e3ac84dd87038656d285b3eba59ea3b9297612,2026-05-15T00:55:20+00:00,1778806520,btc-updown-5m-1778806500 | btc-updown-5m-1778806500,8:55-9:00 PM ET,03:55-04:00 Europe/Kyiv,20,280,BUY,TRADE,Down,BUY,0.4,20.64,8.256,12,12,0,0,119.131,258.24,113.35,144.89,113.35,btc-updown-5m-1778806500,btc-updown-5m-1778806500,"Bitcoin Up or Down - May 14, 8:55PM-9:00PM ET"
13,raw:43f02ef7d9b3e40246ef1bbf5bf4fa6333adb9ee,2026-05-15T00:55:22+00:00,1778806522,btc-updown-5m-1778806500 | btc-updown-5m-1778806500,8:55-9:00 PM ET,03:55-04:00 Europe/Kyiv,22,278,BUY,TRADE,Up,BUY,0.46,10.0,4.6,13,13,0,0,123.731,268.24,123.35,144.89,123.35,btc-updown-5m-1778806500,btc-updown-5m-1778806500,"Bitcoin Up or Down - May 14, 8:55PM-9:00PM ET"
14,raw:b5220d43a34fbdf6555b6f0783403e0217754177,2026-05-15T00:55:22+00:00,1778806522,btc-updown-5m-1778806500 | btc-updown-5m-1778806500,8:55-9:00 PM ET,03:55-04:00 Europe/Kyiv,22,278,BUY,TRADE,Up,BUY,0.46,10.22,4.7012,14,14,0,0,128.4322,278.46,133.57,144.89,133.57,btc-updown-5m-1778806500,btc-updown-5m-1778806500,"Bitcoin Up or Down - May 14, 8:55PM-9:00PM ET"
15,raw:cd558c644983ce09a9611f328a8e393d87d0fde8,2026-05-15T00:55:22+00:00,1778806522,btc-updown-5m-1778806500 | btc-updown-5m-1778806500,8:55-9:00 PM ET,03:55-04:00 Europe/Kyiv,22,278,BUY,TRADE,Up,BUY,0.46,29.78,13.6988,15,15,0,0,142.131,308.24,163.35,144.89,144.89,btc-updown-5m-1778806500,btc-updown-5m-1778806500,"Bitcoin Up or Down - May 14, 8:55PM-9:00PM ET"
16,raw:3fa5ad130701da93929aa30ef7d7d35b0ffecd84,2026-05-15T00:55:24+00:00,1778806524,btc-updown-5m-1778806500 | btc-updown-5m-1778806500,8:55-9:00 PM ET,03:55-04:00 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.5,7.06,3.53,16,16,0,0,145.661,315.3,170.41,144.89,144.89,btc-updown-5m-1778806500,btc-updown-5m-1778806500,"Bitcoin Up or Down - May 14, 8:55PM-9:00PM ET"
17,raw:5d060ff0fa8c01998cf16cf1a22b853804b1c5ab,2026-05-15T00:55:24+00:00,1778806524,btc-updown-5m-1778806500 | btc-updown-5m-1778806500,8:55-9:00 PM ET,03:55-04:00 Europe/Kyiv,24,276,BUY,TRADE,Down,BUY,0.49,50.0,24.5,17,17,0,0,170.161,365.3,170.41,194.89,170.41,btc-updown-5m-1778806500,btc-updown-5m-1778806500,"Bitcoin Up or Down - May 14, 8:55PM-9:00PM ET"
18,raw:90e11116ba19faf5429cd8f068c74d98318200eb,2026-05-15T00:55:24+00:00,1778806524,btc-updown-5m-1778806500 | btc-updown-5m-1778806500,8:55-9:00 PM ET,03:55-04:00 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.5,5.0,2.5,18,18,0,0,172.661,370.3,175.41,194.89,175.41,btc-updown-5m-1778806500,btc-updown-5m-1778806500,"Bitcoin Up or Down - May 14, 8:55PM-9:00PM ET"
19,raw:f95cc1432280b2936ac9178cd04399888862a36c,2026-05-15T00:55:24+00:00,1778806524,btc-updown-5m-1778806500 | btc-updown-5m-1778806500,8:55-9:00 PM ET,03:55-04:00 Europe/Kyiv,24,276,BUY,TRADE,Up,BUY,0.5,37.94,18.97,19,19,0,0,191.631,408.24,213.35,194.89,194.89,btc-updown-5m-1778806500,btc-updown-5m-1778806500,"Bitcoin Up or Down - May 14, 8:55PM-9:00PM ET"
20,raw:c6a1b8dfdfba024ab5f835aa313fc86b3df84d80,2026-05-15T00:55:27+00:00,1778806527,btc-updown-5m-1778806500 | btc-updown-5m-1778806500,8:55-9:00 PM ET,03:55-04:00 Europe/Kyiv,27,273,BUY,TRADE,Down,BUY,0.43,19.7,8.471,20,20,0,0,200.102,427.94,213.35,214.59,213.35,btc-updown-5m-1778806500,btc-updown-5m-1778806500,"Bitcoin Up or Down - May 14, 8:55PM-9:00PM ET"
21,raw:f8c98922a424ad7919e7238e2845532f25ea46a3,2026-05-15T00:55:27+00:00,1778806527,btc-updown-5m-1778806500 | btc-updown-5m-1778806500,8:55-9:00 PM ET,03:55-04:00 Europe/Kyiv,27,273,BUY,TRADE,Down,BUY,0.43,30.3,13.029,21,21,0,0,213.131,458.24,213.35,244.89,213.35,btc-updown-5m-1778806500,btc-updown-5m-1778806500,"Bitcoin Up or Down - May 14, 8:55PM-9:00PM ET"
