seq,external_id,timestamp,unix_ts,window_key,window_et_label,window_local_label,sec_from_window_start,sec_to_window_end,action_class,activity_type,outcome,side,price,size,amount_usd,cum_events,cum_buy,cum_sell,cum_merge,cum_usd,cum_size,cum_up_shares,cum_down_shares,cum_pairs_min,market_slug,event_slug,title
1,raw:0de830966debe9e90501eccb657593dbdf77563f,2026-05-15T00:15:28+00:00,1778804128,btc-updown-5m-1778804100 | btc-updown-5m-1778804100,8:15-8:20 PM ET,03:15-03:20 Europe/Kyiv,28,272,BUY,TRADE,Up,BUY,0.48,5.0,2.4,1,1,0,0,2.4,5.0,5.0,0.0,0.0,btc-updown-5m-1778804100,btc-updown-5m-1778804100,"Bitcoin Up or Down - May 14, 8:15PM-8:20PM ET"
2,raw:3ffcb64e15b7ec36202fb2222a5e7ab6f18093ee,2026-05-15T00:15:28+00:00,1778804128,btc-updown-5m-1778804100 | btc-updown-5m-1778804100,8:15-8:20 PM ET,03:15-03:20 Europe/Kyiv,28,272,BUY,TRADE,Up,BUY,0.46,40.0,18.4,2,2,0,0,20.8,45.0,45.0,0.0,0.0,btc-updown-5m-1778804100,btc-updown-5m-1778804100,"Bitcoin Up or Down - May 14, 8:15PM-8:20PM ET"
3,raw:4a4b60766a09d4114fa9e5a4557b604f4b0dfb59,2026-05-15T00:15:28+00:00,1778804128,btc-updown-5m-1778804100 | btc-updown-5m-1778804100,8:15-8:20 PM ET,03:15-03:20 Europe/Kyiv,28,272,BUY,TRADE,Up,BUY,0.48000001265720177,18.961537,9.101538,3,3,0,0,29.901538,63.961537,63.961537,0.0,0.0,btc-updown-5m-1778804100,btc-updown-5m-1778804100,"Bitcoin Up or Down - May 14, 8:15PM-8:20PM ET"
4,raw:52bc27ace6ab4b42c549211489799bc8c2a6a353,2026-05-15T00:15:28+00:00,1778804128,btc-updown-5m-1778804100 | btc-updown-5m-1778804100,8:15-8:20 PM ET,03:15-03:20 Europe/Kyiv,28,272,BUY,TRADE,Up,BUY,0.45,25.38,11.421,4,4,0,0,41.322538,89.341537,89.341537,0.0,0.0,btc-updown-5m-1778804100,btc-updown-5m-1778804100,"Bitcoin Up or Down - May 14, 8:15PM-8:20PM ET"
5,raw:778105f82e4a0e3533dfb6e0669f383a27310691,2026-05-15T00:15:28+00:00,1778804128,btc-updown-5m-1778804100 | btc-updown-5m-1778804100,8:15-8:20 PM ET,03:15-03:20 Europe/Kyiv,28,272,BUY,TRADE,Up,BUY,0.45,24.62,11.079,5,5,0,0,52.401538,113.961537,113.961537,0.0,0.0,btc-updown-5m-1778804100,btc-updown-5m-1778804100,"Bitcoin Up or Down - May 14, 8:15PM-8:20PM ET"
6,raw:85d9386e0a3f9b2ad40dfd506b350a786b684e3f,2026-05-15T00:15:28+00:00,1778804128,btc-updown-5m-1778804100 | btc-updown-5m-1778804100,8:15-8:20 PM ET,03:15-03:20 Europe/Kyiv,28,272,BUY,TRADE,Up,BUY,0.48,1.923075,0.923076,6,6,0,0,53.324614,115.884612,115.884612,0.0,0.0,btc-updown-5m-1778804100,btc-updown-5m-1778804100,"Bitcoin Up or Down - May 14, 8:15PM-8:20PM ET"
7,raw:df54705eeabbc8e428fa2eba56b89efd9c7f1a32,2026-05-15T00:15:28+00:00,1778804128,btc-updown-5m-1778804100 | btc-updown-5m-1778804100,8:15-8:20 PM ET,03:15-03:20 Europe/Kyiv,28,272,BUY,TRADE,Up,BUY,0.46,0.38,0.1748,7,7,0,0,53.499414,116.264612,116.264612,0.0,0.0,btc-updown-5m-1778804100,btc-updown-5m-1778804100,"Bitcoin Up or Down - May 14, 8:15PM-8:20PM ET"
8,raw:e99f637119fa2bc09e08f623a8dea90d94aadd76,2026-05-15T00:15:28+00:00,1778804128,btc-updown-5m-1778804100 | btc-updown-5m-1778804100,8:15-8:20 PM ET,03:15-03:20 Europe/Kyiv,28,272,BUY,TRADE,Up,BUY,0.48,24.1,11.568,8,8,0,0,65.067414,140.364612,140.364612,0.0,0.0,btc-updown-5m-1778804100,btc-updown-5m-1778804100,"Bitcoin Up or Down - May 14, 8:15PM-8:20PM ET"
9,raw:fd6170be588671f4c3df662a101b9d7103db1e7b,2026-05-15T00:15:28+00:00,1778804128,btc-updown-5m-1778804100 | btc-updown-5m-1778804100,8:15-8:20 PM ET,03:15-03:20 Europe/Kyiv,28,272,BUY,TRADE,Up,BUY,0.46,9.62,4.4252,9,9,0,0,69.492614,149.984612,149.984612,0.0,0.0,btc-updown-5m-1778804100,btc-updown-5m-1778804100,"Bitcoin Up or Down - May 14, 8:15PM-8:20PM ET"
10,raw:d58abf0ce85770924820ef930534cbb8246b7b30,2026-05-15T00:15:38+00:00,1778804138,btc-updown-5m-1778804100 | btc-updown-5m-1778804100,8:15-8:20 PM ET,03:15-03:20 Europe/Kyiv,38,262,BUY,TRADE,Down,BUY,0.45,5.0,2.25,10,10,0,0,71.742614,154.984612,149.984612,5.0,5.0,btc-updown-5m-1778804100,btc-updown-5m-1778804100,"Bitcoin Up or Down - May 14, 8:15PM-8:20PM ET"
11,raw:5683163fd11f8dcc21bb3f0b1eb13e5aa5b1b3a4,2026-05-15T00:15:40+00:00,1778804140,btc-updown-5m-1778804100 | btc-updown-5m-1778804100,8:15-8:20 PM ET,03:15-03:20 Europe/Kyiv,40,260,BUY,TRADE,Down,BUY,0.45000004400000526,9.090908,4.090909,11,11,0,0,75.833523,164.07552,149.984612,14.090908,14.090908,btc-updown-5m-1778804100,btc-updown-5m-1778804100,"Bitcoin Up or Down - May 14, 8:15PM-8:20PM ET"
12,raw:64c9ae76beaaa31ba1626ddd536ed82014fc143f,2026-05-15T00:15:40+00:00,1778804140,btc-updown-5m-1778804100 | btc-updown-5m-1778804100,8:15-8:20 PM ET,03:15-03:20 Europe/Kyiv,40,260,BUY,TRADE,Up,BUY,0.47,2.73,1.2831,12,12,0,0,77.116623,166.80552,152.714612,14.090908,14.090908,btc-updown-5m-1778804100,btc-updown-5m-1778804100,"Bitcoin Up or Down - May 14, 8:15PM-8:20PM ET"
