seq,external_id,timestamp,unix_ts,window_key,window_et_label,window_local_label,sec_from_window_start,sec_to_window_end,action_class,activity_type,outcome,side,price,size,amount_usd,cum_events,cum_buy,cum_sell,cum_merge,cum_usd,cum_size,cum_up_shares,cum_down_shares,cum_pairs_min,market_slug,event_slug,title
1,raw:06e1443387fa3403f6cf6ef1afc4911068b08ae8,2026-05-15T01:20:18+00:00,1778808018,btc-updown-5m-1778808000 | btc-updown-5m-1778808000,9:20-9:25 PM ET,04:20-04:25 Europe/Kyiv,18,282,BUY,TRADE,Down,BUY,0.53,2.81,1.4893,1,1,0,0,1.4893,2.81,0.0,2.81,0.0,btc-updown-5m-1778808000,btc-updown-5m-1778808000,"Bitcoin Up or Down - May 14, 9:20PM-9:25PM ET"
2,raw:088f79eabd2e8afd1e40f2bdb6f77a5298d0b647,2026-05-15T01:20:18+00:00,1778808018,btc-updown-5m-1778808000 | btc-updown-5m-1778808000,9:20-9:25 PM ET,04:20-04:25 Europe/Kyiv,18,282,BUY,TRADE,Down,BUY,0.5200000101273309,19.74854,10.269241,2,2,0,0,11.758541,22.55854,0.0,22.55854,0.0,btc-updown-5m-1778808000,btc-updown-5m-1778808000,"Bitcoin Up or Down - May 14, 9:20PM-9:25PM ET"
3,raw:1040616361ec4c07ea3273711fa15e535b206c01,2026-05-15T01:20:18+00:00,1778808018,btc-updown-5m-1778808000 | btc-updown-5m-1778808000,9:20-9:25 PM ET,04:20-04:25 Europe/Kyiv,18,282,BUY,TRADE,Down,BUY,0.56,20.0,11.2,3,3,0,0,22.958541,42.55854,0.0,42.55854,0.0,btc-updown-5m-1778808000,btc-updown-5m-1778808000,"Bitcoin Up or Down - May 14, 9:20PM-9:25PM ET"
4,raw:20d9a15d4575ea036ddb5ce120a0dcd0ceaeac78,2026-05-15T01:20:18+00:00,1778808018,btc-updown-5m-1778808000 | btc-updown-5m-1778808000,9:20-9:25 PM ET,04:20-04:25 Europe/Kyiv,18,282,BUY,TRADE,Down,BUY,0.5600000265660412,12.045453,6.745454,4,4,0,0,29.703995,54.603993,0.0,54.603993,0.0,btc-updown-5m-1778808000,btc-updown-5m-1778808000,"Bitcoin Up or Down - May 14, 9:20PM-9:25PM ET"
5,raw:2d7053cb61a7ad9a6b953c1ed1e8de8042227e8d,2026-05-15T01:20:18+00:00,1778808018,btc-updown-5m-1778808000 | btc-updown-5m-1778808000,9:20-9:25 PM ET,04:20-04:25 Europe/Kyiv,18,282,BUY,TRADE,Down,BUY,0.57,10.0,5.7,5,5,0,0,35.403995,64.603993,0.0,64.603993,0.0,btc-updown-5m-1778808000,btc-updown-5m-1778808000,"Bitcoin Up or Down - May 14, 9:20PM-9:25PM ET"
6,raw:39a9ce6d700e8027c2a49426479d9b9017e8da30,2026-05-15T01:20:18+00:00,1778808018,btc-updown-5m-1778808000 | btc-updown-5m-1778808000,9:20-9:25 PM ET,04:20-04:25 Europe/Kyiv,18,282,BUY,TRADE,Down,BUY,0.57,40.0,22.8,6,6,0,0,58.203995,104.603993,0.0,104.603993,0.0,btc-updown-5m-1778808000,btc-updown-5m-1778808000,"Bitcoin Up or Down - May 14, 9:20PM-9:25PM ET"
7,raw:4db26dd3dde308e7ac3ebe0c4e1f7fb42d6a71f0,2026-05-15T01:20:18+00:00,1778808018,btc-updown-5m-1778808000 | btc-updown-5m-1778808000,9:20-9:25 PM ET,04:20-04:25 Europe/Kyiv,18,282,BUY,TRADE,Down,BUY,0.53,47.19,25.0107,7,7,0,0,83.214695,151.793993,0.0,151.793993,0.0,btc-updown-5m-1778808000,btc-updown-5m-1778808000,"Bitcoin Up or Down - May 14, 9:20PM-9:25PM ET"
8,raw:5b996c341b658d6b2ebe029958a7704491e4a336,2026-05-15T01:20:18+00:00,1778808018,btc-updown-5m-1778808000 | btc-updown-5m-1778808000,9:20-9:25 PM ET,04:20-04:25 Europe/Kyiv,18,282,BUY,TRADE,Down,BUY,0.52,30.25,15.73,8,8,0,0,98.944695,182.043993,0.0,182.043993,0.0,btc-updown-5m-1778808000,btc-updown-5m-1778808000,"Bitcoin Up or Down - May 14, 9:20PM-9:25PM ET"
9,raw:5d94fe8cb64bb348ab839ca0422fb7fdd6a60472,2026-05-15T01:20:18+00:00,1778808018,btc-updown-5m-1778808000 | btc-updown-5m-1778808000,9:20-9:25 PM ET,04:20-04:25 Europe/Kyiv,18,282,BUY,TRADE,Down,BUY,0.54,5.41,2.9214,9,9,0,0,101.866095,187.453993,0.0,187.453993,0.0,btc-updown-5m-1778808000,btc-updown-5m-1778808000,"Bitcoin Up or Down - May 14, 9:20PM-9:25PM ET"
10,raw:762e66f25df2be20ce80f45306c6cfea9fda751e,2026-05-15T01:20:18+00:00,1778808018,btc-updown-5m-1778808000 | btc-updown-5m-1778808000,9:20-9:25 PM ET,04:20-04:25 Europe/Kyiv,18,282,BUY,TRADE,Down,BUY,0.5500000224750291,20.022221,11.012222,10,10,0,0,112.878317,207.476214,0.0,207.476214,0.0,btc-updown-5m-1778808000,btc-updown-5m-1778808000,"Bitcoin Up or Down - May 14, 9:20PM-9:25PM ET"
